nace,esize_class,gender,age_class,lpk,education,experience,target,xgb,grb,rf,lm,svr,tf
O,GT_250,F,14-29,p21,G2,5,5.57,5.6447153,5.557193353605412,5.689108292483055,5.452269625215292,6.033879680095994,5.1292768
O,GT_250,F,14-29,p21,G3,3,5.91,5.721098,5.962552976846888,5.921442003910097,5.931364898378671,5.629925335800382,5.2046223
O,GT_250,F,50-59,p222,G2,3,6.1,5.2406025,5.129046093066089,5.474960517415542,5.107899525622482,5.7115300301496745,5.449108
O,GT_250,F,50-59,p222,G2,3,6.93,5.2406025,5.129046093066089,5.474960517415542,5.107899525622482,5.7115300301496745,5.449108
O,GT_250,F,40-49,p222,G3,2,6.1,5.383574,5.675728085201254,5.308932158499415,5.8542031675196675,5.474979714042311,5.2103176
O,GT_250,M,30-39,p21,G4,2,5.75,6.8033915,6.694970482247524,6.318522834106821,7.1424612393391715,6.363181199387931,6.4495087
O,GT_250,F,14-29,p31,G2,2,5.74,4.9207253,4.917116133703602,4.92307449146645,4.567412886555457,5.088484471397743,4.633217
O,GT_250,M,14-29,p31,G2,2,5.67,5.204766,5.081307918767637,5.270499229190084,5.008505326148852,5.181971644675226,4.87261
O,GT_250,M,14-29,p31,G2,1,5.57,4.9474883,4.9842222344644505,4.913348763077085,4.992471898194187,5.020917520261382,4.825143
O,GT_250,F,40-49,p21,G2,1,5.57,5.684608,5.823349943242615,5.919515495941007,5.513800602744357,6.173813068487251,5.8898354
O,GT_250,F,14-29,p31,G3,1,4.36,5.1179557,5.210031012979386,5.112056349238076,5.0625415876735005,5.103036600512537,5.3844104
O,GT_250,M,14-29,p31,G3,1,4.34,5.2351246,5.43492742693004,5.039686903185646,5.503634027266897,5.05777771890937,5.38257
O,GT_250,F,14-29,p31,G3,1,4.66,5.1179557,5.210031012979386,5.112056349238076,5.0625415876735005,5.103036600512537,5.3844104
O,GT_250,F,14-29,p21,G3,1,5.5,5.7101154,5.918784356635549,5.613881517627503,5.89929804246934,5.430991884805827,4.917748
O,GT_250,F,50-59,p222,G2,1,4.97,5.0447717,5.066855246561273,5.052580992364626,5.075832669713151,5.582853086051947,5.431404
O,GT_250,F,14-29,p21,G3,0,4.3,5.454591,5.401500188788271,5.265068967342344,5.883264614514674,5.313063279236175,4.746952
O,GT_250,M,14-29,p31,G2,0,4.85,4.7689886,4.642057062277923,4.789185687686202,4.976438470239521,4.847401413328104,4.7815104
O,GT_250,M,14-29,p31,G2,0,5.46,4.7689886,4.642057062277923,4.789185687686202,4.976438470239521,4.847401413328104,4.7815104
O,GT_250,M,14-29,p31,G3,0,4.91,5.005846,5.092762254743512,4.909470798944202,5.487600599312231,4.891010146350061,5.300268
O,GT_250,F,14-29,p21,G3,0,4.91,5.454591,5.401500188788271,5.265068967342344,5.883264614514674,5.313063279236175,4.746952
O,GT_250,F,30-39,p31,G3,0,4.91,4.872002,4.993117977365716,5.043768742641031,5.350324558231943,4.7068351249693805,5.0974565
O,GT_250,F,40-49,p21,G2,12,7.49,6.041133,5.481039043898796,6.335821438194829,5.69016831024568,6.34552525980331,6.001151
O,GT_250,M,40-49,p21,G2,12,6.54,6.1520624,5.8526116512129835,6.255939131015532,6.131260749839075,6.472435058947725,6.300159
O,GT_250,M,50-59,p21,G2,4,5.93,5.6202784,5.802959733405351,6.263775229244419,5.751818385422609,6.192702518201033,6.178233
O,GT_250,M,40-49,p31,G2,4,6.03,5.1700463,5.388077756803624,5.450764812007164,5.166236871405911,5.417233788569093,4.9806323
O,GT_250,M,30-39,p21,G3,3,6.84,5.9688697,6.712630203556265,6.29575099647342,6.676273736485174,6.322144806826179,6.3420696
O,GT_250,M,14-29,p31,G3,2,5.67,5.324448,5.532013111233226,5.354421099014888,5.519667455221563,5.212531849711796,5.4306674
O,GT_250,M,14-29,p31,G2,2,4.99,5.204766,5.081307918767637,5.270499229190084,5.008505326148852,5.181971644675226,4.87261
O,GT_250,M,14-29,p31,G2,2,5.67,5.204766,5.081307918767637,5.270499229190084,5.008505326148852,5.181971644675226,4.87261
O,GT_250,F,14-29,p31,G2,1,4.34,4.7646813,4.820030449400416,4.796622005243405,4.551379458600791,4.953061814915761,4.5969663
O,GT_250,M,14-29,p31,G2,1,5.02,4.9474883,4.9842222344644505,4.913348763077085,4.992471898194187,5.020917520261382,4.825143
O,GT_250,M,14-29,p31,G2,1,5.04,4.9474883,4.9842222344644505,4.913348763077085,4.992471898194187,5.020917520261382,4.825143
O,GT_250,F,14-29,p31,G3,1,5.57,5.1179557,5.210031012979386,5.112056349238076,5.0625415876735005,5.103036600512537,5.3844104
O,GT_250,M,14-29,p31,G2,1,5.07,4.9474883,4.9842222344644505,4.913348763077085,4.992471898194187,5.020917520261382,4.825143
O,GT_250,M,14-29,p31,G2,1,5.09,4.9474883,4.9842222344644505,4.913348763077085,4.992471898194187,5.020917520261382,4.825143
O,GT_250,M,14-29,p31,G2,1,4.27,4.9474883,4.9842222344644505,4.913348763077085,4.992471898194187,5.020917520261382,4.825143
O,GT_250,M,14-29,p31,G2,0,4.28,4.7689886,4.642057062277923,4.789185687686202,4.976438470239521,4.847401413328104,4.7815104
O,GT_250,M,14-29,p31,G2,0,4.27,4.7689886,4.642057062277923,4.789185687686202,4.976438470239521,4.847401413328104,4.7815104
O,GT_250,M,14-29,p31,G2,0,4.34,4.7689886,4.642057062277923,4.789185687686202,4.976438470239521,4.847401413328104,4.7815104
O,GT_250,M,14-29,p31,G2,0,4.27,4.7689886,4.642057062277923,4.789185687686202,4.976438470239521,4.847401413328104,4.7815104
K,1_49,F,40-49,p243,G3,5,2.28,5.4922867,6.083053517438309,5.331348200960274,5.893494451913107,5.711440829063261,6.129952
E,1_49,M,40-49,p313,G2,18,2.72,3.8558104,4.083485364480012,5.49910915357069,5.0530514264503825,3.5206548697105573,3.9266064
E,1_49,M,50-59,p834,G2,10,2.33,3.6414971,3.4776365165208554,3.583266528362563,3.9268090051776987,2.8071544766762413,3.8781729
E,1_49,M,50-59,p313,G2,18,3.61,3.7322617,4.0081146381206825,5.593334275038495,4.801876485671242,3.1618441613031,3.9431272
E,1_49,M,50-59,p833,G2,1,2.79,3.4282343,3.0239734183104168,3.3614580552367723,2.22251194305066,3.41704263862851,3.3169732
E,1_49,M,50-59,p834,G1,1,3.01,3.6275346,3.5823896041200367,3.6437778623592196,3.5332339977192113,3.623075836336456,3.5767007
G,1_49,F,50-59,p332,G2,15,5.43,2.7896757,3.08772527202738,2.8471588342428524,2.717356580374525,3.040976870257623,3.3007944
G,1_49,F,50-59,p241,G2,6,5.27,3.7057784,3.7748949053672636,4.034072653005462,3.6142531229224293,3.1190468109576654,3.398408
G,1_49,M,14-29,p243,G3,6,8.97,5.2277846,5.20121960202179,5.3260241073949945,5.335362092739567,5.449070397920573,5.4225626
B,1_49,M,40-49,p933,G2,3,5.0,3.3914783,3.3895709751499976,3.0762755777742483,3.023393018309631,3.885321452497384,3.3606796
B,1_49,F,40-49,p962,G1,7,3.26,2.9392066,2.722211548159453,2.6222127732879077,2.1528531291996464,2.4300726097190353,3.0769334
B,1_49,M,30-39,p933,G2,4,4.84,3.6619034,3.526692031639802,3.045951263173326,3.2175781554296767,3.9643488753977,3.527999
B,1_49,M,40-49,p818,G2,2,2.74,4.2505217,4.036970719541935,4.170931243722827,3.968002041033669,4.039137758488108,4.0139046
C,GT_250,F,40-49,p751,G2,6,3.75,4.3976803,4.548950225589229,4.383638356321168,4.333513852199038,4.586508231950358,4.2221675
C,GT_250,M,14-29,p816,G2,4,5.85,6.221582,6.3569984369069585,6.668005366128127,5.5773683684561135,6.250699739055449,5.8859773
C,GT_250,F,40-49,p751,G3,4,4.73,4.345346,4.421979735868087,4.3106205299027875,4.812609125362417,4.4050314562657,4.3590393
C,GT_250,F,14-29,p751,G2,3,4.06,4.2576566,4.531231459299757,4.197730954756465,4.159748878987314,4.38175750390678,3.9957943
C,GT_250,F,14-29,p754,G3,3,6.75,4.719872,4.664644882167125,4.786745217520611,4.85898365457643,4.8291196028658145,4.7223964
C,GT_250,F,50-59,p911,G2,2,3.11,3.0260427,3.0258961789873164,3.0337057199386503,3.0957782916593666,2.8551201768775596,2.8397388
C,GT_250,M,40-49,p834,G1,2,4.05,4.9818277,4.881148599163704,4.830926001369019,5.226901216828611,4.662961658139592,5.117048
C,GT_250,F,14-29,p751,G1,1,3.51,3.998183,4.073905886600031,4.111191872627696,3.878407867211486,4.122722666854269,3.6338496
C,GT_250,F,14-29,p242,G3,0,4.09,5.1480374,5.114606685455631,5.4926380129354735,5.835869666677526,5.3418489024420746,5.4009395
C,GT_250,F,40-49,p132,G4,9,7.91,8.1863575,9.315787081098998,8.8033591092443,7.723484534619169,8.875397004560218,8.681636
C,GT_250,M,40-49,p132,G3,6,10.79,8.861916,9.486682555173854,9.335199527732891,7.634255759539905,9.406509005389985,9.551872
C,GT_250,M,14-29,p816,G2,2,6.27,5.976772,6.052363944274097,5.946941237432291,5.545301512546782,5.841275075832625,5.7622843
C,GT_250,M,14-29,p214,G3,1,8.11,6.617107,6.46947740717316,6.609164626596898,6.701818074959581,6.606893493383322,6.6055126
C,GT_250,F,14-29,p754,G3,1,4.44,4.6907125,4.591563025860045,4.5516273392692295,4.826916798667098,4.650393300164346,4.734001
C,GT_250,F,14-29,p751,G2,1,3.78,4.2258844,4.458149602992677,4.164107350662795,4.127682023077983,4.181728022903897,3.9457412
C,GT_250,F,14-29,p751,G2,1,3.75,4.2258844,4.458149602992677,4.164107350662795,4.127682023077983,4.181728022903897,3.9457412
C,GT_250,F,14-29,p751,G2,1,2.89,4.2258844,4.458149602992677,4.164107350662795,4.127682023077983,4.181728022903897,3.9457412
F,1_49,F,30-39,p241,G3,7,3.28,3.9281542,4.410089492404189,3.695637338241924,4.7998000765055036,2.6961525749792985,3.9814425
F,1_49,M,50-59,p931,G2,0,3.18,2.6152365,2.751121580212485,2.6883422452798613,2.4055881670696477,2.5675341478857767,2.5444946
F,1_49,M,40-49,p931,G2,0,2.7,2.6365502,2.790848042623398,2.697463047591411,2.6567631078487888,2.5821120614834103,2.5972047
F,1_49,F,30-39,p132,G3,10,3.16,4.4552445,4.902885837110026,5.112349897688814,6.055566249662524,3.9930051358040375,5.378237
F,1_49,M,50-59,p931,G2,2,2.46,2.6440449,2.7165071466214674,2.5436072365225253,2.437655022978979,2.4756615436425884,2.6184168
Q,GT_250,F,50-59,p222,G2,25,5.9,4.9666533,5.2142318663078395,5.2697949531046016,4.97457736083067,5.258106098861709,5.2007995
Q,GT_250,F,60+,p221,G4,32,9.14,9.133876,9.245677813180238,9.062671446927759,9.033997855689583,9.177698715542329,9.370381
Q,GT_250,F,60+,p221,G4,48,7.71,7.7976465,9.07344562649776,8.521247485458462,9.290532702964232,7.924470447482183,9.237342
Q,GT_250,F,60+,p532,G1,16,3.07,2.8194883,2.720575668412765,2.972952728497763,2.6053271072326716,2.8785643054021772,2.9417953
Q,GT_250,M,50-59,p541,G2,4,3.68,3.106987,3.0432447974191805,3.178411635340965,3.297529221326026,2.843157269029248,3.261538
Q,GT_250,M,60+,p221,G4,5,7.45,9.483893,9.116278949393127,9.049872201936331,9.042187740507005,9.167067675794913,9.686295
Q,GT_250,F,50-59,p221,G4,25,8.58,9.569084,9.577835082587065,9.727355225100274,9.129407342570698,10.232531737466442,9.822664
Q,GT_250,F,50-59,p331,G2,5,5.17,4.1458297,4.024178465284059,4.272563914821222,3.6732037929648556,4.5603701089181925,3.772839
Q,GT_250,F,50-59,p222,G2,34,5.71,5.2450056,5.328488810907624,5.330307077627021,5.118878212422661,5.041650027859159,5.107388
Q,GT_250,F,60+,p241,G4,6,4.72,5.700722,5.652200374017172,5.381151027784154,5.413014790221052,5.332565810786366,5.5933213
Q,GT_250,M,60+,p832,G2,7,3.2,3.1939766,2.935576665664366,3.183061607742608,3.3202753464204884,3.4588469867147653,3.4464974
Q,GT_250,F,60+,p532,G2,22,3.41,3.0398724,2.8928553255414933,3.0738397417683796,2.950801830827162,2.903487967429095,3.0412397
Q,GT_250,F,50-59,p532,G1,30,2.67,2.9277859,2.8369503093433717,2.9067299347796767,3.037438581161766,2.7526819764331614,3.1237774
Q,GT_250,F,60+,p343,G2,4,3.87,3.382914,3.3634681410574214,3.575519018742958,3.104685666497468,3.2905960413342874,2.7056203
Q,GT_250,F,50-59,p222,G2,30,5.48,5.052657,5.144509928108585,5.081263094501493,5.054744500603999,5.1674515425050505,5.17379
Q,GT_250,F,60+,p221,G4,46,8.71,7.7976465,9.07344562649776,8.521247485458462,9.2584658470549,8.10566657010612,9.220029
Q,GT_250,M,40-49,p832,G2,10,2.63,3.620812,3.4299859383756344,3.442906700786693,3.8271940536274025,3.4097680944971263,3.5270786
Q,GT_250,F,60+,p532,G1,25,2.4,2.7457643,2.713107879977729,2.9054806745153274,2.7496279588246626,2.685906743631433,2.9541698
Q,GT_250,F,60+,p222,G2,11,5.01,4.9491224,4.869367771765973,5.254749937125603,4.542465886901575,5.053617291839332,4.913191
Q,GT_250,F,50-59,p532,G2,16,3.2,3.1997879,3.017636017918612,2.9867061750814288,3.0622447456629436,2.8442711701956602,2.9634676
Q,GT_250,M,60+,p541,G2,21,3.68,3.486595,3.504111161648347,3.3682949093818073,3.3624540139915657,3.2245714707032866,3.712698
Q,GT_250,M,60+,p832,G1,17,3.13,3.297661,3.067125653910846,3.424607144505529,3.2313354701006487,3.395833596841745,3.5300798
Q,GT_250,M,50-59,p221,G4,22,9.79,10.528554,10.17910133358223,11.023368432235522,9.522399498300098,11.432428456737272,10.79553
Q,GT_250,M,60+,p832,G1,40,2.52,3.2741475,3.3123185174726295,3.560124667847132,3.6001043130579586,3.1211865125132716,3.9180202
Q,GT_250,M,50-59,p532,G2,7,3.28,3.0242348,3.2085809746703617,3.252850237958685,3.359036333664349,2.667351293235101,3.0978613
Q,GT_250,F,50-59,p532,G2,15,3.33,3.3221114,2.9869430669551664,2.952616495601319,3.046211317708278,2.8425854617568675,2.960226
Q,GT_250,F,60+,p222,G2,44,5.91,4.606197,4.344796292847681,4.483418127446676,5.0715690094055415,4.863702867612718,5.0014186
Q,GT_250,F,60+,p331,G2,4,3.58,4.05492,3.8564088176164097,4.311033257579865,3.4495268824464143,4.553125170201943,3.829617
Q,GT_250,F,50-59,p532,G2,22,3.26,3.1585777,3.036691623912026,3.0641263539207437,3.1584453133909376,2.9055949099767506,2.9829173
Q,GT_250,M,60+,p221,G4,6,7.92,9.38253,9.169991346344755,9.301128802870704,9.058221168461671,9.387468553135069,9.753432
Q,GT_250,F,60+,p222,G2,44,4.95,4.606197,4.344796292847681,4.483418127446676,5.0715690094055415,4.863702867612718,5.0014186
Q,GT_250,F,40-49,p532,G2,4,3.11,3.1636736,2.9474127127692555,3.048586275005318,3.121018550986097,3.05208345044528,3.045724
Q,GT_250,F,60+,p331,G2,40,4.99,4.5516515,4.041479712310662,4.4351031412724735,4.0267302888143774,5.013609218890105,4.419773
Q,GT_250,F,40-49,p532,G2,11,3.22,3.182006,3.098050507795585,3.0282731967029575,3.2332525466687563,2.9679848468324166,2.9986734
Q,GT_250,F,60+,p221,G4,35,7.3,9.393974,9.320981511434642,9.039738136470424,9.08209813955358,8.995041249460822,9.29752
Q,GT_250,M,50-59,p532,G2,12,3.55,3.1387408,3.2089374963078106,3.3829444078150663,3.439203473437677,2.636241712329996,3.0605593
Q,GT_250,F,60+,p222,G2,40,5.61,4.965626,4.748699458878734,4.740352886021622,5.007435297586879,4.99697691735815,5.0589585
Q,GT_250,F,40-49,p331,G2,3,5.36,4.3297877,4.175270188766051,4.263413614056496,3.8923118778346657,4.747312425651758,3.9413304
Q,GT_250,F,50-59,p325,G2,22,4.21,4.02905,4.135845820382396,4.254233771074763,3.711261446662877,3.755799926870549,3.8986368
Q,GT_250,M,40-49,p221,G4,7,7.87,10.344562,10.374146294718672,10.854815590861005,9.533073019759254,9.919597575435215,10.786016
Q,GT_250,F,60+,p532,G2,25,3.21,3.0110013,2.8663319311130433,2.9054806745153274,2.998902114691159,2.945556142354609,3.0775452
Q,GT_250,F,40-49,p221,G4,21,7.64,9.614262,9.751913108153271,9.847971302350386,9.316448571531177,9.559031113098708,9.764401
Q,GT_250,F,60+,p222,G2,40,6.15,4.965626,4.748699458878734,4.740352886021622,5.007435297586879,4.99697691735815,5.0589585
Q,GT_250,F,50-59,p222,G2,32,5.83,5.007734,5.105774596740801,4.972630324332137,5.08681135651333,5.111332706448283,5.140589
Q,GT_250,F,50-59,p331,G2,19,4.81,4.497001,4.105841345188495,4.398889564146161,3.897671784330175,4.628562450981434,3.947946
Q,GT_250,F,40-49,p222,G2,6,5.92,5.0673165,5.1710213326556325,5.158377942292114,4.921117170471164,5.157292711112575,5.220678
Q,GT_250,F,40-49,p532,G2,10,3.3,3.188346,3.098050507795585,3.0710876249504544,3.2172191187140906,2.9878198658134743,2.999258
Q,GT_250,F,50-59,p512,G2,22,2.6,3.23448,3.238977807831016,2.8901729840719206,3.733680302314232,3.0328304873083045,3.2129517
Q,GT_250,F,40-49,p222,G2,18,5.83,5.265681,5.147665359312989,5.484488498685585,5.113518305927152,5.356352186075682,5.22166
Q,GT_250,F,40-49,p532,G2,5,3.33,3.185374,3.1157139716821463,3.0175822452537546,3.1370519789407627,3.05192168343022,3.0272613
Q,GT_250,F,50-59,p532,G2,10,3.07,3.0183527,2.9869430669551664,3.000754314608844,2.9660441779349496,2.8728603075494705,2.9450507
Q,GT_250,M,50-59,p541,G2,11,3.19,3.3666642,3.3645535176146355,3.4123630964111262,3.409763217008685,3.0032042152151295,3.4084501
Q,GT_250,F,50-59,p222,G2,36,5.83,4.952028,4.735309825483702,5.360671308704621,5.150945068331993,4.95836372579142,5.0741873
Q,GT_250,F,40-49,p532,G2,4,3.22,3.1636736,2.9474127127692555,3.048586275005318,3.121018550986097,3.05208345044528,3.045724
Q,GT_250,F,40-49,p222,G3,23,6.49,5.356179,5.593994958108757,5.392991651127107,5.70484757477319,5.4845128847175,5.6173425
Q,GT_250,F,50-59,p221,G4,22,9.42,9.866364,10.051028774294958,10.396610091288215,9.081307058706702,10.51632694438652,9.931069
Q,GT_250,F,50-59,p222,G2,33,6.45,5.003245,5.105774596740801,4.9979768797016755,5.102844784467996,5.078217572639931,5.1239886
Q,GT_250,F,60+,p263,G4,27,4.95,5.543311,4.969954182645172,5.95430638384368,5.523108729931333,5.76078949817571,5.805269
Q,GT_250,F,60+,p532,G2,24,3.21,3.0398724,2.8928553255414933,3.052553526297073,2.9828686867364933,2.9280984139002353,3.0652266
Q,GT_250,M,50-59,p832,G2,4,3.8,3.117541,2.9299406160158714,3.3702432530976782,3.4798185451202674,3.225954522090063,3.4919558
Q,GT_250,F,40-49,p222,G2,4,6.71,5.021462,5.071228262392653,5.1859604351269155,4.889050314561833,5.01410768556225,5.2366457
Q,GT_250,F,60+,p532,G2,23,3.34,3.0398724,2.8928553255414933,3.0509861800518028,2.9668352587818276,2.9139757881057777,3.0529075
Q,GT_250,F,50-59,p222,G2,34,5.76,5.2450056,5.328488810907624,5.330307077627021,5.118878212422661,5.041650027859159,5.107388
Q,GT_250,F,40-49,p222,G2,10,5.94,5.0902176,5.179227733845476,5.249528368811464,4.985250882289827,5.326871288431681,5.1989737
Q,GT_250,F,40-49,p241,G4,29,7.33,5.8191648,6.131946680755998,5.529815709285539,6.240602056521278,5.36713195157778,5.8566227
Q,GT_250,F,60+,p222,G2,24,5.86,4.8479476,5.003726763831714,5.169731165582752,4.750900450312229,5.099658975590179,5.016548
Q,GT_250,F,50-59,p532,G2,6,3.45,3.0048757,3.004606530841728,2.926448458062546,2.901910466116287,2.920813817475095,2.9338357
Q,GT_250,F,60+,p221,G4,25,6.79,9.09944,9.270210007465472,9.48167353665162,8.921763860006923,9.478867633819748,9.402196
Q,GT_250,F,60+,p532,G2,10,3.07,2.9871657,2.86295642599042,2.972369948711622,2.758400695371174,3.034460177598932,2.9405298
Q,GT_250,M,60+,p832,G2,18,3.2,3.1773136,3.239203154851315,3.454331037376466,3.4966430539218107,3.196583104195506,3.4333162
Q,GT_250,F,40-49,p532,G2,16,3.21,3.323598,3.117900165201371,3.0065241070576123,3.3134196864420846,2.874464483811268,2.9998674
Q,GT_250,M,60+,p832,G2,5,2.98,3.1205142,2.9516237952147257,3.2238928949610557,3.288208490511157,3.4556685875685926,3.4820924
Q,GT_250,F,60+,p222,G2,39,5.83,4.9861107,5.057026655103084,4.973508257704746,4.991401869632213,5.023364988831066,5.078266
I,50_249,M,14-29,p513,G2,0,3.26,3.073103,3.199504735158023,3.0647737076454162,3.6247311379209233,2.7578085025711907,2.87404
I,50_249,F,14-29,p422,G2,2,3.63,4.0752826,4.089841022353507,4.056626242599564,3.682858646329231,4.28536244057814,3.6272187
I,50_249,F,40-49,p422,G2,0,3.77,3.6347508,3.761192141734427,3.8289602638948126,3.776456479767627,3.8726992341782225,3.7011433
I,50_249,F,40-49,p122,G4,3,10.35,9.332474,9.125195299906334,9.723596753002328,9.233995929542804,9.736998201985669,9.441025
I,50_249,F,30-39,p243,G3,6,5.69,5.9775896,6.538302435741735,6.8220703592128205,6.3887361106671,6.470632487262481,6.277022
I,50_249,M,30-39,p541,G2,2,2.79,3.4450643,3.4843385786731567,3.4356122439754815,3.8724169843880123,3.2345156254845278,3.198322
I,50_249,F,14-29,p422,G3,0,3.89,3.8030205,4.110241885644384,4.165128193081851,4.16195391949261,3.8925075355152954,4.070689
I,50_249,F,14-29,p514,G2,0,3.19,3.0568597,3.028507246761126,3.056887936831416,3.042782285674587,3.288165738231538,2.9156673
I,50_249,F,14-29,p422,G3,0,3.28,3.8030205,4.110241885644384,4.165128193081851,4.16195391949261,3.8925075355152954,4.070689
I,50_249,F,40-49,p422,G2,2,3.62,3.9272866,3.952151170956234,3.9782606796861657,3.8085233356769583,4.026282029428535,3.7016888
R,GT_250,M,60+,p265,G4,45,5.47,4.9977126,5.071165602271645,5.15621543943706,5.386081579364831,5.683157338108504,5.4289074
R,GT_250,M,50-59,p265,G4,35,6.16,5.4450235,5.928950384246932,5.190312390285137,5.4333907823819505,5.6908954102002145,5.967904
R,GT_250,F,50-59,p265,G4,29,4.25,4.941105,4.740637202672101,4.927654055456615,4.89609777506056,5.154639169765721,5.071683
R,GT_250,F,50-59,p265,G4,27,4.98,4.902025,4.740637202672101,4.923038428669537,4.864030919151229,5.088175915516269,5.0601687
R,GT_250,F,50-59,p962,G2,10,2.68,2.7719545,2.406572056893146,2.561033277776398,2.741699447976492,2.6538556660716313,2.9971497
R,GT_250,F,40-49,p265,G3,11,6.22,5.0615206,4.459773066903345,4.743018831905256,4.376450081847057,5.228081641465737,4.712093
R,GT_250,M,60+,p265,G4,27,5.21,5.150157,5.33695023263001,5.156299415370628,5.0974798761808495,4.842813502896146,4.968963
R,GT_250,M,40-49,p265,G4,27,6.06,5.4093833,5.956664167546256,5.233591302377084,5.556298299523766,5.447570907048613,5.685416
R,GT_250,F,30-39,p265,G3,13,5.51,5.066923,4.459773066903345,4.786468164451516,4.586668646921768,4.897413749215265,4.834246
R,GT_250,M,50-59,p215,G4,13,5.16,5.951946,7.028489541031599,5.790806834252989,6.5600760646572365,5.77271831219646,5.943792
R,GT_250,M,50-59,p265,G4,29,6.18,5.6965866,5.5677893534952565,5.191053658247943,5.3371902146539565,5.567127378379161,5.94173
R,GT_250,F,60+,p523,G2,15,3.79,3.6412747,3.0450381752962437,3.3389290319642355,3.0245846864808636,2.988560536925426,3.4934258
R,GT_250,M,60+,p721,G2,13,4.69,4.286925,4.119250628945084,3.6004121536233167,4.424519612021267,5.056403019762259,4.598292
R,GT_250,M,30-39,p541,G2,2,2.69,3.3035352,3.167804317306127,3.2707903540294527,3.7563177835426016,3.316590134643828,3.7865648
R,GT_250,F,50-59,p523,G2,24,4.11,3.7151263,3.2187733732178496,3.458418093662207,3.3765290206366307,3.4970574252639,3.7477436
R,GT_250,F,50-59,p265,G2,26,5.55,4.5374165,4.385207720265369,4.553721105241375,3.8546144313151904,4.936930743019621,4.415953
R,GT_250,F,30-39,p753,G2,17,4.59,3.6794603,3.354581629365638,3.783651638678607,3.7407665171585247,3.9772996479276572,3.802494
R,GT_250,F,30-39,p265,G3,19,5.13,5.0598817,4.453661763826189,4.823355535719632,4.682869214649762,4.901343531019691,5.03255
R,GT_250,M,30-39,p215,G3,2,4.57,5.92223,6.266764170206057,5.652679679347813,6.330814076291773,6.06809449031447,5.301377
R,GT_250,M,40-49,p265,G3,5,6.26,5.25464,5.229291134478192,4.8088108824810725,4.721341953712459,5.8490144007667295,5.2630153
R,GT_250,F,50-59,p265,G4,32,5.77,4.9447165,4.638722318613541,4.9055794612774575,4.944198058924557,5.157316224410808,5.088955
R,GT_250,M,60+,p215,G4,10,5.82,5.721203,6.4959511755837696,6.026228800621481,6.304332298229465,5.210984946069206,5.5119066
R,GT_250,M,50-59,p311,G2,8,3.58,3.674955,4.703012118011443,3.541556877719434,4.695518604084982,3.941467759872018,4.2426825
R,GT_250,M,50-59,p215,G2,29,8.61,6.5664015,6.273522582146295,6.0429758978868495,5.823227852050515,7.190926022538282,5.571261
R,GT_250,F,50-59,p265,G4,22,4.5,4.855064,4.717596109953641,4.804927588537268,4.783863779377901,4.738960080109877,4.927426
R,GT_250,M,14-29,p265,G2,0,4.86,3.9808197,4.419767135761986,4.002095383517759,4.004347995518693,3.9616778799504484,4.0701413
R,GT_250,M,30-39,p265,G3,12,6.31,5.0400734,5.338672901556782,4.848037538827103,5.011727658560499,5.697120066956274,5.3254704
R,GT_250,F,60+,p713,G2,30,3.15,4.1774306,3.8515878796087852,3.5475805206652318,4.01677715076085,3.7630950271479042,4.3197217
R,GT_250,F,50-59,p265,G4,29,5.2,4.941105,4.740637202672101,4.927654055456615,4.89609777506056,5.154639169765721,5.071683
R,GT_250,M,14-29,p265,G3,2,6.15,4.8958874,4.80547904533907,4.836219979378248,4.547576980500734,5.132793024780474,4.8282723
P,GT_250,M,60+,p231,G4,25,8.22,6.881292,6.626802807801953,7.191722465391951,6.704615649254289,6.352729781099871,6.959575
P,GT_250,M,50-59,p231,G4,29,6.06,7.0912204,6.687739416303486,7.19701612700382,6.976392843636727,7.339470695451321,7.354952
P,GT_250,M,40-49,p235,G4,21,6.38,6.137367,6.428798304243228,5.653334241748535,6.284707982458873,5.551300998613496,6.4771366
P,GT_250,M,60+,p235,G4,20,3.47,5.6298537,5.686689081413641,5.41827574547917,5.809856131161291,4.437612289498723,6.0234637
P,GT_250,M,30-39,p231,G4,12,3.78,6.1012244,6.332113287401546,6.0231642654217366,7.133151218351933,6.047731610148577,7.0059724
P,GT_250,F,50-59,p134,G4,6,7.31,8.484377,9.494758865285482,8.722574618342719,8.012821638840002,9.07297623721384,8.631197
P,GT_250,F,14-29,p242,G4,2,3.8,5.414038,5.476047922093209,5.192755174971097,5.589224377198209,4.764567876078829,4.931351
P,GT_250,M,30-39,p134,G4,1,5.2,9.114116,9.793770735547604,10.690775488419055,8.80307358860459,9.660058791454443,9.639769
P,GT_250,M,40-49,p231,G4,0,5.22,6.5300446,6.436064058552751,6.542105845500431,6.762598373730564,6.600194881268349,6.312316
P,GT_250,F,30-39,p231,G4,0,4.79,5.7801886,5.817165832785669,5.615893992137738,6.499657643302549,5.436568651617579,5.874276
P,GT_250,M,40-49,p231,G4,21,7.03,6.7817135,6.982659864848921,6.765178335857367,7.099300360778543,6.791525768257713,7.080005
P,GT_250,M,30-39,p231,G4,0,4.27,6.0656896,5.68072638841803,5.668733200870092,6.940750082895945,5.9171692379340435,6.486718
P,GT_250,M,60+,p231,G4,0,7.29,6.318074,6.215065350757974,6.742478157494975,6.303779950387648,6.96938621745217,6.4580984
