nace,esize_class,gender,age_class,lpk,education,experience,target,xgb,grb,rf,lm,svr,tf
F,GT_250,M,14-29,p132,G4,2,12.02,10.158286,9.842709947207677,9.713491377304898,7.902531995470766,9.45742129199845,8.703535
F,GT_250,M,30-39,p711,G2,2,6.73,5.166942,4.987751318312381,5.274985120725137,4.790154924931627,5.663496823830684,5.7336
F,GT_250,M,14-29,p711,G2,4,5.31,5.2539983,5.383710493138546,5.290064419190874,4.518405382327851,5.325648016528093,4.8384633
F,GT_250,M,40-49,p711,G2,3,6.93,5.1572022,4.995443281552781,5.42034927725216,4.628036643720913,5.867491936558281,5.3996043
F,GT_250,M,14-29,p713,G2,1,7.56,5.0388703,5.409556432546142,4.949990901974864,4.836263999669513,4.4949604114184485,5.017786
F,1_49,M,14-29,p712,G2,2,2.4,3.01794,3.2214114925102932,3.2680592829952233,2.8630649808142006,3.03881831706673,3.2666125
F,1_49,M,40-49,p312,G2,1,2.19,4.0258193,3.7920293395440274,3.923180334916859,4.377480610336617,2.8026695280107874,3.7028902
M,1_49,M,40-49,p121,G3,3,2.19,6.0769186,5.93478935450156,5.810613793240762,7.388142570186332,5.860249620359011,7.093235
R,1_49,F,50-59,p331,G2,11,2.17,2.6922882,2.8263637227021614,2.6034239642382015,2.4751969313176203,2.7077827001342802,3.0203772
R,1_49,M,50-59,p311,G2,10,2.17,2.938214,3.14037297959891,3.262882842818782,3.371849262437698,2.8751058119277912,3.5378652
I,50_249,F,30-39,p422,G2,0,5.03,3.7130246,3.8021150889719175,3.873643903230331,3.9546081889330074,4.417231386142802,3.861156
I,50_249,F,14-29,p242,G3,4,5.85,5.818102,6.129092894564166,6.160444738022568,5.481746199624806,5.734114024066098,5.2471156
I,50_249,F,14-29,p422,G2,0,3.9,3.6936657,3.8021150889719175,3.8355775872764046,3.6507917904198997,4.009546904603095,3.5977411
I,50_249,F,14-29,p513,G1,0,3.66,3.0490787,3.0418890771059477,3.075340820009655,2.9343645424610307,2.9140578090330544,3.0648232
I,50_249,M,14-29,p751,G1,3,5.91,4.111644,3.830914634151714,4.445202145698087,3.9333099838428307,4.571998483055541,3.9309425
I,50_249,F,50-59,p911,G1,1,3.39,2.6631532,2.7047139811270395,2.840967741748387,2.4122135289668214,3.032000656206405,2.871263
I,50_249,F,14-29,p141,G3,4,6.73,5.7638063,5.728164058651106,6.353091110689546,4.988682568913032,6.161925386044619,6.139228
I,50_249,F,14-29,p513,G1,1,3.63,3.1455846,3.1924039963526947,3.25613216657567,2.9503979704156964,3.026434632608342,3.1392817
I,50_249,M,14-29,p513,G1,0,3.1,2.9718668,3.155693406762292,3.0945223144737137,3.375456982054427,2.487074774744006,2.6971471
I,50_249,F,14-29,p422,G2,0,4.43,3.6936657,3.8021150889719175,3.8355775872764046,3.6507917904198997,4.009546904603095,3.5977411
I,50_249,F,50-59,p911,G1,1,2.78,2.6631532,2.7047139811270395,2.840967741748387,2.4122135289668214,3.032000656206405,2.871263
I,50_249,M,40-49,p912,G1,2,4.18,3.165921,2.9018002662838067,3.3286748149811634,3.2304469146362758,3.567485435900586,3.8023417
N,1_49,M,30-39,p112,G2,1,2.19,3.9770236,4.232794379112736,3.7452906619593738,7.411759971676474,4.983264117647971,5.6689444
O,50_249,F,50-59,p335,G4,28,4.32,5.004422,5.0225660683796045,4.986697095942439,5.849079205546063,4.933141256940358,5.2716904
O,50_249,F,50-59,p242,G4,13,5.62,5.9749737,6.075134225788021,5.841839217815947,6.034308497259101,6.183185891143671,6.042728
O,50_249,F,60+,p242,G4,28,5.34,5.491573,5.562785255673625,5.7644244926212025,6.06716643401531,5.222562808484488,5.7956758
O,50_249,F,50-59,p335,G4,23,3.25,5.0186114,5.065375561952381,4.919147384784578,5.768912065772735,5.139543218830451,5.395726
O,50_249,M,50-59,p832,G2,15,3.02,3.536295,3.5204691643822406,3.718142483087366,3.8853649883134413,3.632665150302704,3.6734438
O,50_249,M,60+,p132,G4,28,7.03,7.9278455,7.672132764317519,8.083985734206362,7.643687269801967,7.642843796013076,7.2840896
O,50_249,M,30-39,p111,G3,3,5.14,6.7017393,7.40798007662497,8.568770231749886,9.49092879237492,6.20496033810875,9.416808
O,50_249,F,40-49,p216,G3,14,4.32,5.8491592,5.853368794843655,5.801506665698886,5.315740712749807,5.692469896086058,5.6314
O,50_249,F,60+,p961,G2,9,2.19,2.5238554,2.4608861738850942,2.379959390191532,2.439700716768995,2.7725726176877368,2.970864
O,50_249,M,40-49,p834,G2,11,3.14,3.4214327,4.6847376220957555,4.448861839244911,5.25376981208077,3.753142522835655,4.495338
O,50_249,M,60+,p213,G4,16,3.39,4.773764,5.400898132007072,5.828861541414274,5.720101326414684,4.002697591519236,4.0776396
O,50_249,F,40-49,p242,G2,13,3.3,5.0643435,5.490348166092622,5.249131973101192,5.292100378156869,5.234122409837065,5.2118707
O,50_249,F,40-49,p335,G3,2,4.23,4.650053,4.7547855939948365,4.413049473353042,5.201164088695235,3.827484790178018,4.9046855
C,1_49,M,40-49,p731,G3,0,2.47,3.6337476,3.825135013969971,3.6222828411334453,3.4304546718279836,3.0828714503708152,2.894482
C,1_49,F,14-29,p332,G3,1,2.3,3.3840103,3.5529035035210743,3.070337575543363,3.3827320098359186,3.0654225930329346,3.3732424
C,1_49,M,14-29,p332,G3,1,2.3,3.8153052,3.7284108100694877,3.22775643300167,3.8238244494293143,3.375243096518036,3.6214862
C,1_49,M,30-39,p731,G2,1,2.3,3.4468644,3.5887110007774004,3.295080822558254,3.11347767987532,2.9125915865925887,2.9433684
P,1_49,F,40-49,p241,G3,20,4.8,5.0998244,4.865136968505623,5.466014869741917,4.093296148264877,4.5845040722290875,3.9022512
P,1_49,F,30-39,p234,G3,10,5.54,4.542412,4.2807857611465705,4.571630226378402,4.436277101676708,4.350312142820027,4.661047
P,1_49,F,60+,p531,G2,1,2.61,2.5031276,2.5672582557072774,2.775914314464786,1.7333859512534024,2.7712730855188976,2.9440966
P,1_49,M,60+,p962,G2,13,2.73,2.5548823,2.4491067651939606,2.6886964589027396,1.4409357948329764,2.19402428165224,2.6301975
P,1_49,F,50-59,p531,G2,6,2.63,2.6060288,2.6374092498867223,2.7325295935135627,2.021196573590506,2.4392633074818324,2.7515569
G,1_49,F,30-39,p332,G3,3,2.73,3.7792504,3.5964688198959807,4.091870349127237,3.4654442239357683,3.6748878209456253,3.892829
G,1_49,M,30-39,p832,G2,4,3.27,3.2164414,3.175077897577414,3.0842461797837784,2.896123105083764,2.6574563386707184,3.0252042
G,1_49,M,30-39,p332,G2,6,3.28,3.1488981,3.3969375376843503,3.214595105896556,3.4434748183204515,2.7094517231779047,2.9888866
G,1_49,M,14-29,p713,G2,2,3.37,3.232933,3.3297923528143154,2.9884433850907417,3.2675364834563867,3.3088996760157636,2.8047295
G,1_49,M,40-49,p243,G3,4,6.01,5.254082,5.311972659875705,5.240293798357686,5.4289599261779635,5.396824941978748,5.1143737
N,1_49,F,30-39,p121,G4,1,14.46,8.081849,8.843183847699304,8.72476505305978,6.956012916597509,7.001814423681849,7.161336
N,1_49,F,14-29,p242,G4,0,5.68,5.235086,5.18011821514356,6.00930034966278,4.588722649621906,5.006031489864553,4.559741
N,1_49,F,14-29,p242,G3,0,7.2,4.763269,4.949377090436636,4.815511043636531,4.106501718813243,4.656030581047871,5.131845
C,1_49,F,50-59,p522,G2,5,3.11,2.6618237,2.5459622302037253,2.793612294219197,2.1417346323734114,2.677436417737054,2.932515
C,1_49,F,50-59,p522,G2,1,4.3,2.6849058,2.572239949112705,2.8331359089363435,2.077600920554749,2.749427216001304,2.932515
C,1_49,F,60+,p522,G2,1,2.74,2.6006057,2.470913860594147,2.834889870723541,1.8699574379909736,2.853992245521794,2.932515
C,1_49,F,40-49,p932,G2,9,2.73,2.5114677,2.610743147991062,2.593044353882809,2.345969395753745,2.7104762134276736,2.9109669
C,1_49,M,50-59,p112,G3,21,5.2,5.178784,5.803609355129459,5.858237744554199,8.187895760205645,4.720015407513039,5.94574
J,50_249,F,50-59,p264,G4,4,3.96,5.1914873,4.637851995176924,5.880481577367811,5.864266867143359,5.7505739889827066,5.730339
J,50_249,M,30-39,p132,G3,0,12.02,11.900053,14.397216093175084,12.761245118303803,7.713709839786379,9.222768859525688,9.8461485
J,50_249,M,14-29,p343,G3,2,4.33,5.49398,4.663575517812503,4.808968685734723,4.951415199956698,5.678530903910916,4.5934024
J,50_249,F,30-39,p264,G3,2,3.96,6.5507855,5.850342885321635,6.432131538124525,5.779305730369886,6.840692447122931,6.5930476
J,50_249,F,60+,p264,G4,9,3.96,4.802525,4.752442878345746,5.517368902066457,5.736790524352911,5.208725669086954,4.8414845
J,50_249,F,60+,p264,G4,30,3.48,4.472103,4.669124156860817,5.149712609110773,6.07349251140089,3.787091556139102,4.4539404
J,50_249,M,50-59,p264,G4,3,3.96,5.8182344,5.519036671491185,5.500812859013946,6.28932587878209,5.876179300891856,6.350838
J,50_249,M,50-59,p264,G4,0,5.29,6.24094,5.886287405375876,5.430391609620607,6.241225594918093,5.707952453075567,6.1474037
J,50_249,F,14-29,p243,G4,0,4.44,6.5154357,6.722784443669949,6.299977411175341,6.886700192915131,6.355991555525025,6.8640194
G,1_49,M,40-49,p432,G2,6,4.59,3.4097362,3.532336635556408,3.5057022538541536,3.54610231813054,3.3165527504377352,3.5316672
G,1_49,M,40-49,p832,G3,12,5.29,3.9822927,3.637767685151989,3.964115910233261,3.3574009486284186,3.443267115092949,2.651105
G,1_49,M,40-49,p243,G3,5,7.75,5.2225256,5.000059730462679,5.316237144142832,5.444993354132629,5.386513966463951,5.070247
P,1_49,F,50-59,p233,G4,30,6.2,5.426121,5.522195929817003,5.434829246303081,5.153391558632586,5.8184827244214645,5.737427
P,1_49,F,50-59,p233,G4,29,6.28,5.426121,5.501166178874513,5.419104582440631,5.13735813067792,5.790100785874431,5.7099843
P,1_49,F,50-59,p334,G2,23,2.67,3.0808804,2.9021406696049623,3.0978203021696586,2.349568036195237,3.0515725854740103,3.0459948
J,1_49,M,40-49,p133,G4,10,6.34,7.0862126,8.280495502180905,7.344367915849948,10.512203916567717,6.952655837076941,7.369855
J,1_49,M,40-49,p251,G3,10,6.33,9.908567,10.509176711269856,10.600047675196482,9.388740752488406,9.330803847673469,9.877796
J,1_49,M,30-39,p251,G3,1,7.65,10.54168,10.71849529170162,11.387469950658366,9.422591610061794,11.421748440168898,10.653747
J,1_49,M,30-39,p251,G3,0,10.38,10.041426,10.144668064374015,10.854213887808369,9.40655818210713,11.352045752781791,10.60786
F,50_249,M,50-59,p214,G4,1,7.43,6.646042,6.733486883929246,7.031371242249507,6.777503616522813,6.817384667148761,5.786939
F,50_249,M,14-29,p721,G3,1,7.65,5.238916,5.231165658426114,5.43379283775516,5.329765581535955,5.668108737560128,5.0824265
F,50_249,M,40-49,p214,G4,1,7.92,7.4743366,7.092327916600414,7.271845135366419,7.028678557301953,8.176328582822553,7.4325075
F,50_249,M,40-49,p722,G4,0,7.21,6.111154,4.835467588851486,5.030377215346385,5.969171543415749,6.597020414055605,6.0750756
F,50_249,M,14-29,p722,G3,0,6.75,4.982423,4.842864499678337,5.128925503403106,5.361285923259359,4.973340000261915,5.184147
F,50_249,M,50-59,p132,G3,1,8.63,6.928105,7.174140783226332,6.894537330666738,7.021888541173419,6.304450491568779,7.030162
F,1_49,M,40-49,p122,G3,7,3.07,5.60383,6.112401755364956,5.985609943524026,8.295375837749553,5.152522618193538,7.409934
F,1_49,M,40-49,p122,G2,6,2.73,3.188823,4.423289975227105,3.9714668762624816,7.768180280722179,4.117356178997762,6.2259026
F,1_49,F,50-59,p334,G3,6,3.61,3.6460438,3.533492738941461,3.662856888588875,3.3249486725245303,3.226366507831151,3.6040773
Q,1_49,M,50-59,p832,G2,11,4.08,3.10571,2.9555320236074847,3.1377273815056577,2.2363163432463113,3.467107067186568,3.293762
Q,1_49,F,50-59,p222,G3,16,6.7,4.539364,4.340838889873748,4.303003187097278,3.985702440754774,3.7276923181668957,4.633414
S,1_49,M,50-59,p341,G4,0,3.11,3.5690882,3.525147489090324,3.3394540171597886,3.77595569932899,3.7227233020173243,3.338169
J,1_49,F,30-39,p251,G3,1,3.05,9.369538,9.22190200420534,10.027381048514492,8.9814991704684,9.676146744561354,9.821017
J,1_49,F,14-29,p133,G3,1,7.1,6.237216,6.365243921102085,6.6762682200770485,9.31892500522594,7.666563914645029,8.12727
J,1_49,M,30-39,p334,G3,3,2.83,4.907766,4.216408704893408,4.336055850485477,4.425795554821555,4.960557814030824,4.5884504
J,1_49,M,14-29,p351,G3,4,2.5,4.8632836,4.138453155203488,4.405100233085304,4.127066630994222,4.544688279835398,3.8730547
S,1_49,M,14-29,p962,G2,0,2.45,2.5281398,2.759254383483431,2.6085882777396474,2.2322757895100387,2.797564361852667,2.3826008
C,1_49,F,40-49,p132,G2,5,3.65,4.2612514,3.9005599528868804,4.378175086841688,5.3102315653625185,3.0368697558505033,4.2920403
C,1_49,M,50-59,p751,G2,0,2.9,2.93285,2.9906956655658217,2.824524235760948,3.071494585728684,2.840214514904522,3.0643764
C,1_49,F,30-39,p751,G2,0,2.64,3.1898086,3.1754382889020043,3.350311351256741,3.0597287960798094,3.0616787307572007,3.066392
C,1_49,M,14-29,p751,G2,0,2.9,3.123787,3.161351989051567,3.0231838342718556,3.1970048371600974,2.7829135541614507,3.1314147
H,1_49,M,40-49,p833,G2,12,2.24,3.3477118,3.0552055111757146,3.0160003855103166,2.5082521009315495,2.8681191880923897,3.008669
H,1_49,M,14-29,p833,G2,0,2.24,2.9599109,3.0423925629423234,3.0166651193608334,2.1901862761278346,2.878059085366806,3.0402565
H,1_49,M,50-59,p833,G2,4,2.24,2.7844512,3.028215684703124,2.9555005104801664,2.1288097365150835,2.8096723269656767,3.0547457
Q,GT_250,F,60+,p222,G2,37,4.17,4.942507,5.036038764257688,4.742772526449426,4.959335013722883,5.066341724035593,5.131207
Q,GT_250,F,60+,p532,G2,4,2.75,2.848477,2.740806171409561,2.948320242040478,2.6622001276431804,3.076457043957478,2.9986916
Q,GT_250,F,50-59,p532,G2,12,3.26,3.0183527,2.9869430669551664,2.983083045961722,2.998111033844281,2.853929530030794,2.9506583
C,1_49,M,30-39,p711,G2,0,2.46,2.9864042,3.0953139668130896,3.0443528171628373,3.426498165177093,2.812798085430831,3.1372018
C,1_49,M,30-39,p711,G2,0,2.46,2.9864042,3.0953139668130896,3.0443528171628373,3.426498165177093,2.812798085430831,3.1372018
C,1_49,M,14-29,p711,G2,0,2.46,2.886899,3.0953139668130896,3.034433091469436,3.1226817666639852,2.753122765910949,3.1055655
C,1_49,M,30-39,p711,G2,0,2.46,2.9864042,3.0953139668130896,3.0443528171628373,3.426498165177093,2.812798085430831,3.1372018
D,1_49,M,50-59,p933,G2,0,2.29,2.6739342,2.694786439739206,2.5955994362439156,2.519734274955415,2.6142861134740345,2.7574
D,1_49,M,50-59,p311,G3,1,3.57,4.4598317,4.597659743903047,4.856866090439956,4.347416398938461,4.342427091195007,4.6602063
D,1_49,M,50-59,p214,G3,21,3.97,5.094679,5.52841442890866,5.8731465473102995,5.615589664368114,5.349972187274184,6.5630336
D,1_49,M,60+,p818,G2,25,3.55,3.6474612,3.2850039174686976,3.929881313823283,3.673568941936984,4.153356656889616,4.2276807
D,1_49,M,14-29,p723,G2,1,2.73,3.2160125,3.4157071687232743,3.6185422539234477,3.6561660125556017,2.873136774838233,3.4488578
C,50_249,M,14-29,p932,G1,1,2.19,3.196445,3.21936829091931,3.453725584721483,3.382712919949603,2.9925284531961753,3.1233673
C,50_249,M,30-39,p818,G1,0,2.24,3.7932286,3.915047045210448,3.879603588385367,4.684937093862904,4.0273777725325175,4.2521167
C,50_249,M,14-29,p834,G1,1,2.49,4.2387238,4.710776728133062,4.117442082450477,4.828324255423613,4.131789654501279,4.8702583
C,50_249,F,40-49,p752,G1,8,3.2,4.1465178,3.8999738326108315,4.566565107308474,3.9399724131870073,3.8125332167174624,3.7804646
C,50_249,M,50-59,p752,G1,0,3.0,3.393939,3.519775321630189,3.627069226420972,4.001622488363937,3.5151676030335723,3.2799723
C,50_249,F,50-59,p932,G1,4,2.42,3.0944636,2.7717579178891296,3.1620654518408986,2.8642105127887905,3.2305360219519077,3.1828222
C,50_249,F,14-29,p431,G3,4,3.87,4.630083,4.445375193482918,4.336576054761206,4.257742327164435,4.483004360394676,4.644874
C,50_249,M,50-59,p932,G1,3,3.39,3.2368789,3.0065013867299757,3.261203808242916,3.2892695244275205,3.153255913660298,3.1749196
C,50_249,F,40-49,p818,G1,1,2.91,3.8065646,3.8121993975056103,3.960575933810223,4.081726373058793,3.6629104898839593,3.3469393
C,50_249,F,14-29,p932,G1,1,2.4,3.2140203,3.072487564794787,3.5638854285354125,2.941620480356207,3.0130192225103563,3.0835662
C,1_49,M,60+,p933,G1,3,2.59,2.6890726,2.673089692350421,2.803871332655506,2.03656744108589,2.8482888544722575,2.7010512
C,1_49,M,50-59,p816,G2,17,3.07,3.5985947,3.4763597852958283,3.0675378541802907,4.304556482878738,3.6830560593916832,3.443891
C,1_49,F,50-59,p432,G2,16,2.27,3.3942323,3.1426094113680776,3.271690625730846,3.2673402576272483,3.227631819527814,3.2789507
C,1_49,M,30-39,p243,G3,1,8.61,5.930489,5.734101685263838,5.77367408576715,5.812182391801936,5.614148654145761,5.4759665
C,1_49,F,30-39,p334,G3,1,5.92,3.976587,3.574755787199393,3.9305105308815493,3.6982544764071354,4.302713110935471,3.932422
C,1_49,M,14-29,p243,G3,0,6.61,5.6487446,5.688594284761369,5.847260069986459,5.492332565334163,5.68726980969188,5.446289
C,1_49,M,30-39,p243,G3,1,8.49,5.930489,5.734101685263838,5.77367408576715,5.812182391801936,5.614148654145761,5.4759665
E,1_49,M,40-49,p313,G2,10,3.7,3.9525106,4.131943200633348,5.522058189324418,4.924784002813057,3.5727772588035016,3.7846098
E,1_49,M,50-59,p712,G2,7,4.55,3.4023662,3.0791591102568625,3.6697807627092223,2.77114551004855,3.172498536955482,3.3760667
E,1_49,M,50-59,p215,G4,24,6.23,6.129209,5.645897079035372,5.520239612736974,5.84434130149976,5.430311416899682,6.01751
E,1_49,M,60+,p112,G4,11,9.47,8.259646,9.542567077606815,7.266512290891551,8.231416276084897,8.309457335655207,9.337689
E,1_49,F,50-59,p132,G4,21,6.02,7.148308,6.638797908367178,6.512387935991501,6.238251878920423,5.407012881348977,5.7390985
C,1_49,M,30-39,p721,G2,1,4.89,3.9061773,3.920434500621297,3.947194300911349,4.047708791233754,3.686442382390956,4.025058
C,1_49,M,50-59,p721,G2,0,4.53,3.3920622,3.3769160023349762,3.367049319876876,3.6023487133345675,3.1130454404712227,3.503266
C,1_49,M,30-39,p243,G3,0,2.85,5.8555455,5.57068502490082,5.9057089188718255,5.79614896384727,5.539525664207193,5.484483
C,1_49,F,30-39,p242,G3,1,4.53,4.5697436,4.954840548504355,5.244904679615411,4.799983295588684,4.795886693335666,5.0285106
S,1_49,F,50-59,p334,G2,1,4.7,3.0419042,2.7741888334676754,2.9399772019610673,2.663453445285119,3.0453883638676436,3.339589
S,1_49,F,14-29,p243,G3,2,5.09,4.702764,4.716705417881053,4.805485914935817,4.988994729545312,4.29274467208324,5.6304407
S,1_49,F,14-29,p514,G2,3,2.32,2.9165719,3.0611312628272405,3.2049223214605296,2.059091298748566,3.4566310705384518,3.0641918
S,1_49,M,14-29,p514,G2,6,2.3,2.8754559,3.3625969352000995,3.069664838670207,2.548284022205959,2.8459117496695385,3.0892572
N,1_49,M,50-59,p121,G2,23,3.36,3.1954167,2.148845506419462,3.6577546679067954,6.3271310613676555,2.7470228355829143,3.930644
N,1_49,F,50-59,p243,G2,1,5.15,4.1342144,3.8815577735991327,3.842936808160952,4.056969422883641,3.743891858610831,4.454738
N,1_49,F,14-29,p243,G3,0,4.89,4.8837576,5.087573827511395,4.777228379448564,4.677608375433098,5.112971144957829,5.5583262
N,1_49,F,40-49,p243,G3,14,6.15,5.9372683,5.873053722372202,6.152314398238366,5.027741056146144,6.6079646080795555,5.60793
N,1_49,F,30-39,p243,G3,11,5.8,6.1700263,6.271390446951074,6.301325089772094,5.157792481447528,6.254300508388081,6.0385656
J,1_49,F,30-39,p243,G3,8,4.51,5.4587855,6.505922096013743,6.017503871169332,5.73770573080289,5.3484269441073415,5.6804247
J,1_49,M,40-49,p215,G3,5,2.8,5.136134,5.686220552159148,5.302185487164821,5.63376461606226,4.977887975330695,5.920509
N,1_49,M,50-59,p911,G2,3,2.74,2.3735468,2.658019164955617,2.4746587583030517,1.8235362113431446,2.1783164290902666,2.3002157
N,1_49,F,50-59,p911,G2,0,2.5,2.4319136,2.5293105195454153,2.4617300746237736,1.3343434878857519,2.802804967129028,2.396317
H,1_49,M,40-49,p112,G3,10,7.38,7.034899,6.782152622877509,6.79709076988106,8.050177850264912,6.767478951497046,6.8614216
H,1_49,F,14-29,p243,G3,0,4.1,4.841953,4.686877510694457,5.113203434046019,4.838714982522215,5.210339500659238,5.5288568
H,1_49,M,30-39,p833,G2,1,4.14,2.9606712,2.9752299805200404,3.054469456893661,2.510036102595608,2.912943493786113,3.027947
H,1_49,M,50-59,p723,G2,4,4.1,2.9821603,3.3045515452330814,2.9376075584008294,3.2918814224663837,3.1937455655797358,3.4087687
H,1_49,M,50-59,p833,G2,10,3.99,3.0178828,3.0260968137463036,2.985044219705423,2.225010304243077,2.7896886487290473,3.1729188
D,1_49,F,50-59,p911,G2,5,2.19,2.732087,2.556103139144278,2.4798959081526153,1.862491857269997,2.8028998614684664,2.395505
D,1_49,M,50-59,p721,G2,16,2.52,3.700497,3.6717953010570596,3.651929646827469,3.9332330399124675,3.5426127475382154,4.578966
C,50_249,F,14-29,p932,G2,0,2.86,3.1231167,3.131597170267526,2.930326791267394,3.1748612082680374,3.1996755578286127,3.0937724
C,50_249,F,14-29,p932,G2,1,4.25,3.3651476,3.283665081873993,3.7000041008446156,3.190894636222703,3.3036082478300366,3.0972285
C,50_249,F,14-29,p932,G2,0,3.05,3.1231167,3.131597170267526,2.930326791267394,3.1748612082680374,3.1996755578286127,3.0937724
C,50_249,M,40-49,p752,G2,5,6.82,4.7253785,4.960183368719963,5.321596142542694,4.582238724782903,4.870706482132636,4.674072
C,50_249,M,14-29,p932,G2,0,3.32,3.4849043,3.293497641875089,3.4612465000343287,3.615953647861434,3.472459031555497,3.2216272
C,50_249,F,30-39,p932,G2,6,3.43,3.2169917,3.3409418511189184,3.4219514706209995,3.5748781745091396,3.3430909824292696,3.2799783
C,50_249,F,14-29,p932,G2,0,3.2,3.1231167,3.131597170267526,2.930326791267394,3.1748612082680374,3.1996755578286127,3.0937724
C,50_249,F,14-29,p932,G2,0,2.9,3.1231167,3.131597170267526,2.930326791267394,3.1748612082680374,3.1996755578286127,3.0937724
C,50_249,F,40-49,p932,G2,15,3.88,3.211289,3.2481523471975375,3.2122297698368354,3.54102731693575,3.0646581100449386,3.2560816
C,50_249,M,50-59,p818,G2,4,5.64,4.812492,4.874937633105081,4.760459862155458,4.569018311603542,4.995434068334677,4.680653
C,50_249,M,14-29,p752,G2,4,6.84,4.864335,5.18528260775579,5.41860987405971,4.44054060748051,4.99731231910275,4.8273296
C,50_249,F,14-29,p932,G2,3,3.6,3.4239917,3.356746938181074,3.517649539532208,3.2229614921320344,3.472747608760646,3.1066334
C,50_249,M,14-29,p752,G2,2,5.11,4.783856,4.7620473555925775,4.879058073364579,4.4084737515711785,4.723853820911149,4.751883
C,50_249,M,14-29,p311,G3,0,8.3,5.734366,5.764389596168495,5.906167652613502,5.481401096565969,6.4169148591096565,6.0108447
C,50_249,F,40-49,p932,G2,4,3.77,3.317437,3.2462281287406727,3.1514964177667086,3.364659609434428,3.145063008642391,3.1123815
F,1_49,M,30-39,p132,G2,2,7.19,3.7822506,3.6908988043043944,3.5413851319101224,5.857229136545885,2.787221116273149,3.7302494
F,1_49,M,30-39,p132,G3,0,3.39,6.2460895,6.012353213066712,6.262654566356108,6.336324409709264,4.856034248248229,5.5746837
F,1_49,M,30-39,p132,G3,0,3.28,6.2460895,6.012353213066712,6.262654566356108,6.336324409709264,4.856034248248229,5.5746837
M,1_49,F,40-49,p732,G2,19,2.21,2.9256494,2.985494681584078,3.006421287687295,3.770891818319732,2.822582475684099,3.369452
M,1_49,F,30-39,p334,G2,17,2.21,2.9286804,2.8964362382612237,2.9681936702882674,3.6893384423615463,2.8227724739360807,3.314405
M,1_49,M,30-39,p732,G3,11,2.21,3.7261896,3.9048905336231594,3.2239193768828556,4.773030672513894,3.0517550968855023,4.979791
M,1_49,M,50-59,p121,G2,24,2.28,3.608888,3.66703421214919,4.460766821463526,6.962507487382458,3.074781629198484,4.716445
L,1_49,F,40-49,p243,G4,3,8.59,6.492474,5.984360395342962,6.213652780199167,5.6633470967325135,6.857476417052537,5.9865303
I,50_249,F,30-39,p912,G4,4,3.12,3.5003598,3.0088289771612717,3.086998118553609,4.2422302558654605,3.73257108604739,3.3160677
I,50_249,F,60+,p343,G2,3,4.15,3.67594,3.6215152878457944,3.7950648763426322,3.266280207569599,3.6094647753593727,3.7268724
I,50_249,F,40-49,p513,G2,2,4.3,3.0755305,3.100648012310294,3.1912713428319353,3.341370243584586,3.1715639104048723,3.175308
I,50_249,F,14-29,p513,G2,1,3.61,3.1733184,3.179022166007873,3.2309400629842506,3.199672126282193,3.0456781797724326,3.0742135
I,50_249,F,14-29,p513,G2,0,2.19,3.0568597,3.028507246761126,3.0436448785324384,3.1836386983275275,2.9329773291169556,3.0685425
I,50_249,F,50-59,p325,G2,4,4.08,3.818199,4.372572144658124,4.167380201808132,3.6002877125056916,3.7439902681572503,3.3628871
I,50_249,F,50-59,p941,G2,0,2.19,2.7347326,2.6135061361169565,2.6071840893768963,2.7998367032405955,2.8684697303764253,2.570236
I,50_249,F,14-29,p513,G2,0,3.42,3.0568597,3.028507246761126,3.0436448785324384,3.1836386983275275,2.9329773291169556,3.0685425
I,50_249,F,14-29,p911,G2,3,2.36,2.9626405,2.837860999309241,2.809490147958232,2.819064792174063,2.9725513045963647,2.9441173
E,1_49,F,40-49,p431,G3,5,3.95,3.615192,3.5728360560407935,3.894535329421875,3.22986043819384,3.434478958377955,3.1960864
E,1_49,M,50-59,p833,G2,4,2.45,3.2802114,3.064496503716974,3.5742169016624756,2.270612226914657,3.2776142888430773,3.3562255
E,1_49,M,40-49,p723,G3,3,2.45,3.9013102,3.844617340565875,3.6485329259688304,4.179987554763143,3.114001033609579,3.3989983
E,1_49,M,40-49,p723,G3,2,3.64,4.116085,3.844617340565875,3.532323821351371,4.163954126808477,3.1543347299170783,3.409996
C,1_49,F,50-59,p752,G2,11,2.24,3.015397,3.1426329589230724,2.683262665754497,2.887314558684349,2.853029171902378,2.663052
C,1_49,M,30-39,p932,G1,0,2.19,2.706869,2.8451924593565034,2.7253478510945652,2.5716385370540347,2.708621977006847,3.068975
C,1_49,M,40-49,p752,G2,4,2.19,2.8190095,3.084126922137975,2.4238783275280724,3.467347943374227,2.8025237693906115,2.442027
C,1_49,M,60+,p752,G2,10,2.19,2.7195516,3.013258868726897,2.479191031978712,3.104730087759304,2.462162178509879,2.3944073
S,1_49,F,14-29,p332,G3,5,2.32,3.291132,3.5995771122005715,3.73085891962052,3.352553469549796,2.704012054216114,3.6351466
S,1_49,M,30-39,p742,G3,12,2.84,3.2882628,3.7697068458230607,3.1221974189208,4.627725829787585,4.288156167805678,4.5825624
F,1_49,M,50-59,p132,G2,6,3.47,3.3967273,3.615421288221906,3.4529293742984737,5.492036198420027,2.752056657968348,3.8423724
F,1_49,M,60+,p333,G4,6,2.33,3.3947806,4.2534316626831785,3.662579401645544,4.20711714401634,2.9430370660292446,2.9662414
