nace,esize_class,gender,age_class,lpk,education,experience,target
C,GT_250,F,14-29,241,G3,1,8.95
C,GT_250,F,14-29,242,G3,0,5.98
C,GT_250,M,14-29,432,G3,0,3.7
C,GT_250,M,14-29,211,G3,0,5.91
C,GT_250,F,30-39,314,G3,1,3.66
F,GT_250,M,60+,834,G2,39,6.38
F,GT_250,F,30-39,214,G3,7,6.56
F,GT_250,M,40-49,834,G3,11,5.7
F,GT_250,M,30-39,132,G3,14,8.38
F,GT_250,M,60+,834,G2,38,6.28
F,GT_250,M,50-59,833,G2,11,4.81
F,GT_250,M,50-59,833,G2,16,4.2
F,GT_250,M,50-59,833,G2,2,4.61
F,GT_250,F,40-49,332,G2,10,6.61
F,GT_250,M,50-59,833,G2,33,5.42
F,GT_250,M,50-59,711,G2,14,6.52
F,GT_250,M,30-39,834,G2,8,5.97
F,GT_250,M,50-59,834,G2,3,5.69
F,GT_250,M,50-59,834,G2,0,4.59
F,GT_250,M,50-59,132,G4,15,6.34
F,GT_250,F,60+,132,G4,35,10.71
F,GT_250,M,60+,833,G1,20,4.51
F,GT_250,M,40-49,312,G2,26,8.75
C,1_49,M,14-29,814,G2,0,2.2
C,1_49,F,40-49,814,G2,5,2.4
C,1_49,M,40-49,814,G2,4,2.4
C,1_49,F,40-49,243,G2,0,4.35
P,50_249,F,60+,911,G2,19,2.19
P,50_249,F,30-39,234,G4,2,5.82
P,50_249,F,50-59,911,G2,26,2.18
P,50_249,F,40-49,263,G4,12,4.43
P,50_249,F,40-49,233,G4,17,6.56
P,50_249,F,30-39,234,G3,5,5.82
P,50_249,F,50-59,233,G4,26,6.86
P,50_249,F,60+,512,G2,26,2.54
E,1_49,M,60+,132,G4,26,7.14
E,1_49,M,60+,214,G4,14,6.34
E,1_49,M,40-49,712,G2,4,4.01
E,1_49,M,50-59,214,G4,1,6.34
E,1_49,M,30-39,712,G2,20,4.23
N,50_249,F,14-29,332,G3,0,4.17
N,50_249,F,60+,332,G2,40,3.32
N,50_249,M,60+,121,G4,7,7.63
N,50_249,M,40-49,711,G2,2,2.46
N,50_249,M,60+,712,G2,1,6.1
N,50_249,M,40-49,712,G2,4,3.63
N,50_249,M,60+,121,G4,4,5.08
N,50_249,M,50-59,712,G1,14,2.92
N,50_249,M,60+,741,G2,1,4.03
N,50_249,M,50-59,741,G2,4,2.46
N,50_249,M,30-39,711,G2,1,2.71
N,50_249,F,60+,262,G2,39,2.79
N,50_249,M,50-59,121,G2,10,6.13
N,50_249,M,50-59,711,G2,2,3.51
N,50_249,M,50-59,711,G2,0,2.46
M,1_49,F,50-59,241,G3,0,3.96
M,1_49,F,30-39,241,G4,1,6.68
M,1_49,F,30-39,241,G2,0,2.46
M,1_49,F,30-39,241,G4,7,7.81
C,50_249,F,40-49,121,G3,10,4.65
C,50_249,M,40-49,752,G2,12,4.8
C,50_249,M,40-49,932,G1,8,2.46
C,50_249,M,14-29,932,G1,1,2.46
C,50_249,M,14-29,932,G1,0,2.46
C,50_249,F,30-39,932,G2,12,2.43
C,50_249,M,40-49,932,G1,3,2.47
C,50_249,F,40-49,932,G2,5,2.46
C,50_249,M,50-59,834,G2,5,2.46
G,1_49,M,60+,833,G2,13,5.29
G,1_49,M,50-59,112,G4,23,6.42
G,1_49,M,50-59,541,G2,10,3.24
G,1_49,F,30-39,243,G3,10,4.43
G,1_49,F,60+,541,G2,6,4.5
F,1_49,M,40-49,931,G2,0,2.19
F,1_49,M,50-59,312,G2,4,2.19
M,1_49,M,14-29,122,G3,2,13.22
M,1_49,F,14-29,243,G3,1,7.38
M,1_49,F,14-29,243,G3,1,8.45
M,1_49,F,14-29,243,G3,0,5.88
M,1_49,M,14-29,333,G3,0,4.65
C,1_49,F,30-39,121,G4,0,15.78
N,1_49,M,30-39,818,G2,0,2.31
N,1_49,M,60+,313,G2,1,2.99
N,1_49,M,14-29,818,G2,3,2.55
J,1_49,F,30-39,251,G3,3,9.8
J,1_49,F,30-39,241,G3,4,9.64
J,1_49,M,14-29,251,G3,7,4.03
J,1_49,M,14-29,251,G3,0,3.51
J,1_49,M,14-29,251,G3,1,11.75
C,1_49,M,60+,722,G2,5,2.85
C,1_49,F,30-39,431,G2,8,3.28
C,1_49,M,60+,722,G2,6,3.83
C,1_49,M,50-59,722,G2,14,3.55
L,1_49,F,50-59,241,G2,24,2.4
L,1_49,M,50-59,931,G2,1,2.3
L,1_49,M,30-39,931,G2,6,2.52
L,1_49,M,50-59,121,G2,9,3.17
M,1_49,F,14-29,242,G3,1,4.54
M,1_49,F,14-29,241,G3,0,5.32
M,1_49,F,14-29,241,G3,0,5.87
M,1_49,F,40-49,241,G3,0,5.04
M,1_49,F,14-29,241,G3,0,4.98
P,1_49,F,50-59,121,G2,2,2.23
P,1_49,F,30-39,334,G3,0,2.73
Q,1_49,F,50-59,325,G3,17,3.55
Q,1_49,F,14-29,334,G3,0,2.46
N,50_249,M,50-59,541,G2,1,2.78
N,50_249,M,30-39,541,G2,1,2.54
N,50_249,M,50-59,541,G2,0,2.67
N,50_249,M,60+,541,G2,7,2.62
N,50_249,M,50-59,541,G2,5,2.54
N,50_249,M,50-59,541,G2,8,2.8
N,50_249,M,50-59,541,G2,0,2.63
N,50_249,M,40-49,541,G2,3,2.54
N,50_249,M,50-59,541,G2,2,2.54
N,50_249,M,14-29,541,G2,5,2.54
N,50_249,M,40-49,541,G2,4,2.55
N,50_249,M,60+,541,G2,0,2.55
N,50_249,M,14-29,541,G2,2,2.6
N,50_249,M,50-59,541,G4,0,2.58
N,50_249,M,14-29,541,G2,0,2.54
C,GT_250,M,60+,722,G2,14,5.1
C,GT_250,F,50-59,741,G2,12,6.56
C,GT_250,F,50-59,741,G2,8,6.57
C,GT_250,F,50-59,741,G2,4,5.13
C,GT_250,F,14-29,742,G2,0,4.73
C,GT_250,F,50-59,741,G2,13,5.5
C,GT_250,F,40-49,741,G2,13,6.75
C,GT_250,F,50-59,741,G2,13,6.15
C,GT_250,M,14-29,722,G2,8,5.71
C,GT_250,F,30-39,741,G2,7,5.41
C,GT_250,F,30-39,741,G2,4,5.09
C,GT_250,M,30-39,214,G3,2,9.48
C,GT_250,M,30-39,722,G2,0,4.23
C,GT_250,F,14-29,741,G2,1,5.42
C,GT_250,F,60+,741,G2,1,5.43
C,GT_250,M,50-59,721,G2,10,5.07
C,GT_250,F,30-39,754,G3,4,5.47
C,GT_250,F,30-39,722,G3,2,5.51
C,GT_250,M,60+,214,G3,14,4.35
C,GT_250,F,40-49,713,G2,12,6.62
G,1_49,F,50-59,243,G4,0,5.28
G,1_49,F,40-49,241,G2,7,4.23
G,1_49,M,50-59,142,G2,7,7.8
K,1_49,M,40-49,134,G4,16,3.7
K,1_49,F,40-49,332,G4,15,3.37
K,1_49,F,30-39,332,G3,12,5.88
K,1_49,F,50-59,332,G4,6,3.11
F,50_249,M,50-59,834,G2,21,4.46
F,50_249,M,14-29,214,G2,1,5.36
F,50_249,M,30-39,933,G1,0,2.51
F,50_249,M,60+,962,G3,0,2.46
F,50_249,M,40-49,432,G1,11,5.09
F,50_249,M,40-49,712,G2,0,2.25
F,50_249,M,60+,711,G2,26,4.81
F,50_249,M,40-49,712,G2,1,4.58
F,50_249,M,40-49,712,G2,0,2.19
F,50_249,M,60+,741,G2,36,4.6
N,1_49,F,60+,523,G3,5,3.48
N,1_49,F,50-59,143,G3,6,9.34
N,1_49,M,50-59,265,G3,0,5.27
N,1_49,M,40-49,265,G3,1,5.95
P,1_49,F,50-59,112,G3,28,9.05
P,1_49,F,50-59,531,G1,12,2.19
P,1_49,F,50-59,515,G2,29,4.1
R,1_49,F,50-59,143,G4,20,7.91
R,1_49,F,50-59,754,G2,8,2.39
R,1_49,F,50-59,333,G4,0,4.79
N,1_49,M,30-39,121,G2,5,4.55
N,1_49,M,14-29,711,G2,0,2.46
N,1_49,M,14-29,711,G2,0,2.49
D,1_49,M,60+,132,G4,22,9.23
C,1_49,M,14-29,311,G3,3,5.95
C,1_49,M,14-29,214,G3,5,7.28
C,1_49,M,30-39,214,G3,5,9.38
C,1_49,F,40-49,242,G3,4,6.28
D,1_49,F,50-59,241,G4,23,4.85
M,50_249,F,30-39,214,G3,0,4.62
M,50_249,F,30-39,243,G3,4,8.7
M,50_249,F,14-29,214,G3,1,6.25
M,50_249,M,30-39,214,G3,0,6.25
M,50_249,F,14-29,214,G3,1,5.71
C,50_249,M,30-39,214,G3,1,6.64
C,50_249,M,30-39,251,G3,8,10.19
C,50_249,M,40-49,133,G4,4,10.79
C,50_249,F,30-39,241,G3,1,6.47
C,50_249,M,30-39,251,G3,5,9.51
C,50_249,M,14-29,243,G3,1,8.5
C,50_249,F,40-49,821,G2,6,3.99
C,50_249,M,30-39,133,G4,0,23.62
C,50_249,M,40-49,251,G4,0,12.22
C,50_249,F,14-29,821,G2,4,4.89
D,GT_250,M,14-29,713,G2,0,4.27
D,GT_250,M,60+,723,G2,12,4.02
D,GT_250,F,50-59,311,G2,8,2.64
D,GT_250,M,50-59,722,G2,22,5.49
D,GT_250,M,60+,723,G2,3,3.95
D,GT_250,M,40-49,711,G2,24,4.21
D,GT_250,M,40-49,832,G2,25,5.38
D,GT_250,M,50-59,242,G3,32,4.21
D,GT_250,M,50-59,132,G3,14,10.23
D,GT_250,M,50-59,723,G2,10,5.34
D,GT_250,M,50-59,723,G2,33,4.78
D,GT_250,F,30-39,214,G4,4,3.72
D,GT_250,M,50-59,313,G2,0,5.1
D,GT_250,M,50-59,132,G2,27,5.98
D,GT_250,M,60+,132,G2,8,4.78
D,GT_250,F,14-29,242,G3,0,5.27
D,GT_250,M,60+,132,G2,43,7.34
D,GT_250,F,50-59,242,G3,22,4.15
D,GT_250,M,60+,313,G2,37,6.96
H,1_49,M,40-49,132,G3,19,2.19
H,1_49,M,50-59,315,G2,0,2.43
H,1_49,M,30-39,833,G2,6,2.84
H,1_49,M,30-39,833,G2,5,2.84
H,1_49,M,40-49,833,G2,0,2.84
Q,GT_250,F,50-59,222,G2,32,3.54
Q,GT_250,F,50-59,222,G2,30,4.81
Q,GT_250,F,60+,222,G2,5,4.84
Q,GT_250,F,40-49,222,G3,27,5.18
Q,GT_250,F,30-39,226,G3,12,4.14
Q,GT_250,F,50-59,222,G2,32,3.78
Q,GT_250,F,50-59,222,G2,10,4.57
Q,GT_250,F,60+,321,G2,42,5.23
Q,GT_250,F,60+,321,G2,22,4.76
Q,GT_250,F,50-59,221,G4,18,7.25
Q,GT_250,F,40-49,221,G4,12,7.96
Q,GT_250,F,40-49,221,G4,15,7.72
Q,GT_250,F,50-59,222,G2,26,3.85
Q,GT_250,F,40-49,222,G2,20,4.06
Q,GT_250,M,60+,711,G2,3,2.54
Q,GT_250,F,60+,962,G2,8,2.19
H,50_249,M,50-59,833,G2,0,5.9
H,50_249,M,30-39,833,G2,0,5.98
H,50_249,M,30-39,833,G2,0,5.61
H,50_249,M,50-59,833,G2,0,5.92
C,1_49,M,60+,122,G3,20,3.63
C,1_49,M,50-59,121,G2,5,2.73
C,1_49,F,60+,241,G2,19,3.89
C,1_49,M,40-49,818,G2,20,2.19
C,1_49,F,60+,121,G3,20,7.02
G,GT_250,F,50-59,241,G3,12,5.08
G,GT_250,F,40-49,142,G3,7,9.29
G,GT_250,F,40-49,241,G3,16,5.63
G,GT_250,F,30-39,332,G3,5,8.2
G,GT_250,F,14-29,332,G3,0,4.37
G,GT_250,F,50-59,241,G4,14,5.08
G,GT_250,F,40-49,121,G3,13,11.73
G,GT_250,M,30-39,241,G3,1,5.12
G,GT_250,M,30-39,251,G3,0,9.84
G,GT_250,F,50-59,122,G4,8,12.14
G,GT_250,M,30-39,122,G3,9,13.23
G,GT_250,F,14-29,122,G3,6,13.17
G,GT_250,F,30-39,332,G3,11,4.7
G,GT_250,F,40-49,142,G3,0,9.34
G,GT_250,F,50-59,122,G3,15,6.86
G,GT_250,F,30-39,243,G3,15,7.19
J,50_249,M,14-29,251,G3,0,11.91
J,50_249,M,14-29,352,G3,0,5.09
J,50_249,F,14-29,251,G3,3,10.82
J,50_249,M,14-29,251,G3,1,7.19
J,50_249,F,14-29,121,G4,2,7.85
J,50_249,F,14-29,334,G3,1,5.44
G,GT_250,F,14-29,523,G2,0,4.45
G,GT_250,F,30-39,432,G2,1,5.07
G,GT_250,M,50-59,834,G2,1,6.2
G,GT_250,M,50-59,723,G2,0,5.32
E,1_49,F,60+,522,G2,10,2.73
E,1_49,M,50-59,333,G4,17,2.87
E,1_49,M,60+,833,G2,5,2.57
E,1_49,M,50-59,132,G4,9,3.83
E,1_49,M,50-59,721,G2,17,2.57
D,GT_250,M,30-39,311,G3,1,7.36
D,GT_250,M,60+,311,G2,11,6.77
D,GT_250,M,50-59,311,G2,11,6.42
D,GT_250,M,40-49,132,G4,27,12.32
D,GT_250,M,50-59,215,G4,4,6.79
D,GT_250,M,40-49,215,G3,11,6.29
D,GT_250,M,40-49,215,G3,13,8.52
D,GT_250,M,40-49,741,G2,0,6.44
D,GT_250,M,40-49,112,G3,23,11.43
D,GT_250,M,60+,215,G3,1,6.2
D,GT_250,M,40-49,311,G2,6,6.57
D,GT_250,M,50-59,313,G3,16,6.72
D,GT_250,M,40-49,311,G3,3,6.94
D,GT_250,M,60+,215,G3,23,6.26
D,GT_250,M,50-59,215,G3,11,7.32
D,GT_250,M,30-39,215,G3,9,8.28
D,GT_250,M,60+,215,G4,40,6.76
D,GT_250,F,50-59,215,G4,27,7.01
D,GT_250,M,40-49,215,G3,23,7.72
D,GT_250,M,60+,215,G4,20,5.93
D,GT_250,F,30-39,215,G3,15,6.7
D,GT_250,M,30-39,215,G3,9,5.11
D,GT_250,M,30-39,242,G3,7,5.89
D,GT_250,M,14-29,311,G3,1,5.74
D,GT_250,M,60+,215,G4,38,9.43
D,GT_250,M,30-39,215,G4,11,8.49
D,GT_250,F,30-39,215,G3,8,7.32
D,GT_250,M,14-29,215,G3,0,4.64
D,GT_250,M,40-49,215,G3,6,7.4
D,GT_250,M,40-49,741,G2,2,5.73
D,GT_250,M,14-29,741,G2,1,5.82
D,GT_250,M,50-59,313,G3,35,7.59
D,GT_250,M,40-49,215,G3,23,6.14
D,GT_250,M,50-59,215,G3,32,7.8
D,GT_250,M,50-59,313,G3,23,8.01
D,GT_250,M,60+,741,G2,9,7.03
D,GT_250,M,60+,741,G2,37,7.47
D,GT_250,M,50-59,741,G2,6,7.05
G,GT_250,F,50-59,512,G2,7,2.62
G,GT_250,M,30-39,512,G2,0,4.38
G,GT_250,F,14-29,512,G2,0,2.88
G,GT_250,M,14-29,512,G2,2,3.29
G,GT_250,F,50-59,941,G2,4,2.61
G,GT_250,M,30-39,941,G2,5,2.99
G,GT_250,M,14-29,512,G2,0,3.96
G,GT_250,F,40-49,512,G2,6,3.79
G,GT_250,F,50-59,331,G2,3,3.73
G,GT_250,F,50-59,941,G2,9,3.55
G,GT_250,F,50-59,512,G2,2,3.41
G,GT_250,M,30-39,432,G3,5,6.56
G,GT_250,F,14-29,512,G2,4,4.41
G,GT_250,F,30-39,343,G2,10,3.86
G,GT_250,F,50-59,512,G2,8,2.99
G,GT_250,M,14-29,512,G2,0,3.87
G,GT_250,F,50-59,512,G2,4,4.02
G,GT_250,M,30-39,512,G2,1,4.85
G,GT_250,M,14-29,432,G2,3,5.43
G,GT_250,F,50-59,512,G2,9,2.86
C,GT_250,M,60+,723,G2,26,6.44
C,GT_250,M,50-59,312,G2,34,5.86
C,GT_250,M,50-59,831,G2,33,5.03
C,GT_250,M,50-59,723,G2,32,5.29
C,GT_250,F,40-49,241,G4,26,5.83
C,GT_250,M,50-59,723,G2,1,5.6
C,GT_250,F,50-59,431,G2,13,4.48
C,GT_250,M,50-59,312,G2,26,7.09
C,GT_250,M,50-59,214,G4,15,7.87
C,GT_250,F,40-49,241,G4,15,5.57
C,GT_250,M,30-39,214,G3,15,5.04
C,GT_250,M,50-59,215,G4,15,7.67
C,GT_250,F,50-59,422,G2,21,4.11
C,GT_250,M,40-49,723,G2,21,7.43
C,GT_250,F,60+,311,G4,20,4.51
C,GT_250,M,40-49,723,G2,22,5.39
C,GT_250,F,60+,311,G2,13,3.61
C,GT_250,M,40-49,132,G3,18,12.16
C,GT_250,M,30-39,214,G3,6,9.55
C,GT_250,M,40-49,911,G2,5,3.55
C,GT_250,M,50-59,214,G4,1,6.4
C,GT_250,M,60+,722,G2,16,5.15
C,GT_250,M,30-39,312,G3,16,7.15
C,GT_250,M,30-39,723,G2,16,7.63
C,GT_250,M,30-39,713,G2,6,5.78
C,GT_250,M,60+,723,G2,10,4.23
C,GT_250,F,50-59,911,G2,9,3.55
C,GT_250,M,60+,911,G2,8,3.53
C,GT_250,F,60+,911,G2,5,3.48
C,GT_250,M,60+,722,G1,10,5.37
C,GT_250,M,40-49,723,G2,2,5.68
C,GT_250,M,50-59,721,G2,2,5.93
C,GT_250,F,40-49,241,G3,1,5.44
C,GT_250,M,30-39,261,G4,8,8.53
C,GT_250,M,40-49,312,G2,27,6.55
C,GT_250,M,40-49,723,G2,11,5.13
C,GT_250,M,60+,214,G4,15,6.44
C,GT_250,M,40-49,214,G4,18,6.67
C,GT_250,M,50-59,721,G2,26,4.85
C,GT_250,M,14-29,723,G2,5,3.86
C,GT_250,F,50-59,713,G2,22,4.68
C,GT_250,M,50-59,723,G2,25,4.37
C,GT_250,M,60+,311,G4,10,5.62
C,GT_250,F,60+,312,G2,47,6.93
C,GT_250,M,60+,214,G4,18,7.29
C,GT_250,F,50-59,834,G2,21,3.98
C,GT_250,F,30-39,214,G4,0,6.08
C,GT_250,M,60+,214,G4,23,7.51
C,GT_250,F,14-29,214,G4,0,5.36
C,GT_250,M,14-29,723,G2,0,4.29
C,GT_250,F,40-49,242,G4,0,9.25
C,GT_250,F,30-39,431,G3,0,3.54
C,GT_250,M,14-29,723,G4,0,4.19
C,GT_250,M,40-49,722,G2,9,5.93
C,GT_250,M,30-39,132,G4,8,8.66
C,GT_250,M,30-39,723,G1,8,4.79
C,GT_250,M,40-49,723,G2,21,5.93
C,GT_250,M,40-49,812,G2,22,5.1
C,GT_250,M,40-49,722,G1,1,4.91
C,GT_250,M,50-59,721,G2,8,5.03
C,GT_250,F,60+,311,G2,32,4.74
C,GT_250,M,50-59,214,G4,7,6.42
C,GT_250,M,30-39,723,G1,1,5.05
C,GT_250,M,40-49,312,G4,7,6.28
C,GT_250,M,14-29,312,G4,6,6.27
C,GT_250,M,14-29,723,G2,6,5.39
C,GT_250,F,40-49,311,G3,5,4.46
C,GT_250,M,50-59,723,G1,10,4.07
C,GT_250,M,30-39,723,G2,5,5.38
C,GT_250,M,40-49,723,G2,5,5.52
C,GT_250,M,30-39,133,G4,6,11.53
C,GT_250,M,30-39,721,G2,9,4.13
C,GT_250,M,50-59,723,G2,9,4.59
C,GT_250,M,50-59,723,G2,20,4.89
C,GT_250,F,50-59,834,G1,9,4.8
C,GT_250,M,50-59,721,G2,9,4.39
C,GT_250,M,40-49,721,G2,6,5.0
C,GT_250,M,50-59,132,G4,19,7.51
C,GT_250,M,30-39,721,G1,1,4.5
C,GT_250,M,30-39,723,G2,1,4.87
C,GT_250,M,30-39,311,G3,0,5.69
C,GT_250,M,14-29,721,G2,0,4.01
C,GT_250,M,14-29,713,G2,0,3.13
C,GT_250,M,14-29,312,G3,0,5.41
C,GT_250,M,50-59,723,G2,0,2.96
C,GT_250,M,40-49,723,G2,19,4.25
C,GT_250,M,50-59,723,G2,13,5.49
C,GT_250,M,40-49,723,G2,11,5.87
C,GT_250,F,50-59,834,G2,20,4.82
C,GT_250,F,40-49,311,G2,25,5.09
C,GT_250,M,50-59,723,G2,23,5.85
C,GT_250,M,40-49,312,G2,25,6.99
C,GT_250,M,40-49,722,G2,23,4.32
C,GT_250,M,60+,723,G2,15,4.02
C,GT_250,M,60+,723,G2,15,4.32
C,GT_250,M,50-59,723,G2,7,4.05
C,GT_250,M,40-49,723,G2,6,5.38
C,GT_250,M,40-49,723,G2,4,5.31
C,GT_250,M,50-59,312,G2,11,6.29
R,1_49,F,14-29,334,G2,0,2.83
R,1_49,F,14-29,143,G3,0,5.29
D,GT_250,M,14-29,252,G4,1,6.31
D,GT_250,M,40-49,214,G3,1,4.63
D,GT_250,M,14-29,214,G3,0,5.32
D,GT_250,F,50-59,215,G4,20,7.03
D,GT_250,M,30-39,121,G3,10,8.07
D,GT_250,M,30-39,311,G3,9,8.07
D,GT_250,M,50-59,311,G2,25,6.48
D,GT_250,M,60+,214,G4,16,6.18
D,GT_250,M,40-49,215,G3,7,5.39
D,GT_250,F,14-29,214,G3,2,4.84
D,GT_250,F,30-39,311,G2,0,5.71
D,GT_250,M,30-39,132,G3,12,11.46
D,GT_250,M,40-49,214,G4,27,5.22
D,GT_250,F,14-29,214,G4,3,7.3
D,GT_250,M,30-39,252,G3,5,5.43
D,GT_250,M,14-29,214,G3,3,5.59
D,GT_250,F,40-49,242,G4,2,6.3
D,GT_250,M,14-29,311,G2,0,5.22
D,GT_250,M,40-49,214,G3,19,7.34
D,GT_250,M,50-59,214,G2,3,6.96
Q,GT_250,F,14-29,222,G3,1,6.11
Q,GT_250,F,14-29,222,G3,1,5.56
Q,GT_250,F,14-29,325,G4,0,3.59
Q,GT_250,F,14-29,325,G4,0,4.71
Q,GT_250,F,40-49,263,G4,1,5.21
Q,GT_250,F,14-29,334,G3,0,5.56
Q,GT_250,F,14-29,226,G4,0,3.02
Q,GT_250,F,14-29,226,G3,0,5.59
Q,GT_250,F,14-29,226,G3,0,5.36
Q,GT_250,M,50-59,962,G2,0,2.26
Q,GT_250,M,50-59,711,G2,12,2.95
Q,GT_250,F,30-39,222,G3,12,4.92
Q,GT_250,F,50-59,532,G2,11,3.31
Q,GT_250,F,60+,962,G1,10,2.7
Q,GT_250,F,40-49,962,G1,10,2.77
Q,GT_250,F,40-49,321,G3,10,5.41
Q,GT_250,M,60+,311,G2,5,4.39
Q,GT_250,M,14-29,962,G2,3,2.22
Q,GT_250,F,14-29,263,G3,3,4.68
Q,GT_250,F,60+,213,G4,8,5.76
Q,GT_250,M,30-39,221,G4,3,10.0
Q,GT_250,M,50-59,532,G2,2,3.15
Q,GT_250,F,14-29,222,G3,2,6.05
Q,GT_250,F,40-49,241,G4,29,5.12
Q,GT_250,F,50-59,221,G4,7,12.46
Q,GT_250,M,60+,221,G4,31,12.11
Q,GT_250,F,60+,222,G2,43,5.04
Q,GT_250,F,60+,222,G2,38,6.25
Q,GT_250,F,50-59,222,G2,29,5.71
Q,GT_250,F,50-59,263,G4,34,7.04
Q,GT_250,F,60+,321,G2,34,6.26
Q,GT_250,F,50-59,532,G2,32,3.07
Q,GT_250,F,60+,221,G4,20,10.08
Q,GT_250,F,50-59,532,G2,25,2.91
Q,GT_250,F,40-49,532,G2,26,3.03
Q,GT_250,F,60+,532,G2,24,2.9
Q,GT_250,F,40-49,532,G2,25,3.09
Q,GT_250,F,40-49,252,G3,18,7.28
Q,GT_250,F,50-59,911,G1,17,2.57
Q,GT_250,F,60+,962,G2,16,2.97
Q,GT_250,M,60+,541,G1,15,3.98
Q,GT_250,F,50-59,222,G2,14,5.77
Q,GT_250,F,60+,962,G1,14,2.52
D,GT_250,F,30-39,313,G3,11,3.3
D,GT_250,F,30-39,214,G3,2,6.39
D,GT_250,F,50-59,214,G4,18,6.89
D,GT_250,F,50-59,214,G4,12,6.63
D,GT_250,M,14-29,214,G3,0,4.8
D,GT_250,M,40-49,132,G4,30,8.75
D,GT_250,M,30-39,215,G4,14,5.57
D,GT_250,M,50-59,215,G2,37,6.85
D,GT_250,M,50-59,132,G4,24,14.17
D,GT_250,M,50-59,132,G4,10,8.71
D,GT_250,M,40-49,215,G3,15,6.18
D,GT_250,M,50-59,741,G2,30,7.13
D,GT_250,M,60+,313,G2,29,7.36
D,GT_250,M,40-49,313,G3,10,8.42
D,GT_250,M,60+,215,G3,31,8.88
D,GT_250,M,40-49,215,G3,8,6.99
D,GT_250,M,40-49,215,G3,1,7.58
D,GT_250,M,60+,215,G2,42,5.8
D,GT_250,F,50-59,215,G4,3,7.23
D,GT_250,M,60+,215,G4,19,9.28
D,GT_250,M,50-59,215,G4,21,9.55
D,GT_250,M,30-39,215,G3,2,7.4
D,GT_250,F,14-29,252,G3,0,6.65
D,GT_250,M,14-29,721,G2,0,8.03
D,GT_250,M,40-49,215,G3,20,9.61
D,GT_250,M,50-59,311,G2,7,7.36
D,GT_250,M,14-29,215,G3,1,6.14
D,GT_250,M,14-29,215,G3,0,6.79
D,GT_250,F,40-49,242,G3,0,4.62
D,GT_250,M,14-29,313,G4,1,7.89
D,GT_250,M,30-39,215,G4,14,8.35
D,GT_250,M,30-39,721,G2,12,6.85
D,GT_250,M,50-59,215,G4,9,8.84
D,GT_250,M,30-39,311,G2,0,4.08
D,GT_250,M,40-49,311,G2,16,6.49
D,GT_250,M,60+,311,G3,23,6.89
D,GT_250,M,30-39,215,G3,6,7.85
D,GT_250,M,40-49,311,G2,21,6.49
D,GT_250,M,50-59,215,G2,31,8.79
D,GT_250,M,40-49,215,G3,23,6.94
D,GT_250,F,30-39,215,G4,2,6.82
D,GT_250,M,14-29,312,G4,2,8.65
D,GT_250,F,30-39,215,G4,1,5.13
D,GT_250,M,40-49,214,G3,1,9.38
D,GT_250,M,40-49,215,G4,24,9.88
D,GT_250,M,50-59,215,G4,17,7.26
D,GT_250,M,50-59,215,G4,28,7.04
D,GT_250,F,50-59,215,G4,21,7.2
D,1_49,M,50-59,961,G2,2,2.61
D,GT_250,F,60+,214,G3,16,7.86
D,GT_250,M,14-29,243,G3,1,7.99
D,GT_250,M,14-29,251,G3,0,7.72
D,GT_250,M,30-39,132,G4,4,12.02
D,GT_250,F,40-49,121,G4,3,7.17
D,GT_250,F,14-29,243,G3,0,6.83
D,GT_250,F,30-39,121,G3,0,12.01
D,GT_250,M,14-29,331,G2,0,2.17
D,GT_250,M,14-29,252,G4,0,7.36
D,GT_250,M,30-39,251,G4,4,6.91
D,GT_250,M,30-39,242,G3,1,7.61
D,GT_250,F,30-39,121,G3,1,8.48
D,GT_250,F,30-39,121,G4,0,11.39
D,GT_250,F,60+,133,G3,4,17.12
D,GT_250,M,14-29,243,G3,0,8.4
D,GT_250,M,14-29,214,G2,0,5.43
D,GT_250,F,30-39,214,G4,3,7.11
D,GT_250,F,50-59,311,G3,30,6.66
D,GT_250,F,40-49,311,G3,14,5.01
D,GT_250,F,14-29,334,G2,0,5.7
D,GT_250,M,30-39,121,G3,13,11.24
D,GT_250,F,50-59,311,G3,23,7.32
D,GT_250,M,50-59,121,G3,25,8.41
D,GT_250,M,50-59,215,G2,11,7.05
D,GT_250,M,40-49,311,G3,22,6.77
D,GT_250,F,50-59,311,G3,33,7.56
D,GT_250,M,50-59,311,G2,36,6.96
D,GT_250,M,50-59,311,G3,23,6.61
D,GT_250,M,30-39,121,G4,8,11.72
D,GT_250,M,14-29,311,G2,1,7.11
D,GT_250,F,40-49,311,G3,11,6.57
D,GT_250,M,60+,215,G2,9,6.84
D,GT_250,F,30-39,214,G4,3,7.01
D,GT_250,M,40-49,214,G4,2,7.68
D,GT_250,M,40-49,215,G3,2,7.03
D,GT_250,M,30-39,214,G3,4,9.88
D,GT_250,M,40-49,311,G2,6,7.97
D,GT_250,M,40-49,311,G3,16,7.92
D,GT_250,M,30-39,215,G3,2,7.95
D,GT_250,F,50-59,311,G4,7,4.3
D,GT_250,M,50-59,214,G4,32,9.9
D,GT_250,M,40-49,214,G3,13,10.43
D,GT_250,M,30-39,132,G3,7,8.29
D,GT_250,F,50-59,214,G4,27,8.08
G,GT_250,F,60+,522,G2,4,2.51
G,GT_250,F,60+,522,G2,3,2.17
G,GT_250,F,60+,522,G3,10,3.27
