nace,esize_class,gender,age_class,lpk,education,experience,target
K,GT_250,F,40-49,421,G3,5,4.33
K,GT_250,F,50-59,421,G3,4,4.92
K,GT_250,F,30-39,421,G3,0,3.81
F,1_49,M,60+,312,G2,0,2.18
F,1_49,M,50-59,312,G2,0,4.1
P,50_249,M,30-39,134,G4,2,5.9
P,50_249,F,50-59,911,G2,29,2.28
J,1_49,M,50-59,541,G2,10,2.74
J,1_49,F,50-59,241,G3,16,4.45
J,1_49,F,40-49,216,G3,24,5.22
J,1_49,F,50-59,264,G3,4,8.2
J,1_49,F,60+,264,G3,0,2.21
M,1_49,F,14-29,112,G4,2,6.47
O,GT_250,M,40-49,134,G3,23,10.16
O,GT_250,F,40-49,134,G4,6,9.99
O,GT_250,F,50-59,911,G2,19,2.84
O,GT_250,F,50-59,335,G2,11,3.15
O,GT_250,M,14-29,541,G2,1,5.54
O,GT_250,F,40-49,335,G2,20,7.4
O,GT_250,F,14-29,335,G3,0,6.8
O,GT_250,F,50-59,335,G4,27,5.43
O,GT_250,M,14-29,541,G2,3,5.48
O,GT_250,M,14-29,335,G3,0,7.23
O,GT_250,F,40-49,335,G2,27,7.93
O,GT_250,F,40-49,335,G2,19,5.44
O,GT_250,F,14-29,335,G3,0,7.12
O,GT_250,F,14-29,335,G3,0,7.02
O,GT_250,M,14-29,335,G3,4,6.47
O,GT_250,F,50-59,335,G4,27,6.55
O,GT_250,F,50-59,241,G4,26,8.65
O,GT_250,M,30-39,335,G3,4,7.32
O,GT_250,F,50-59,134,G4,33,8.13
O,GT_250,M,30-39,335,G3,18,7.41
O,GT_250,M,14-29,541,G2,1,5.42
O,GT_250,M,40-49,335,G3,22,7.23
O,GT_250,F,30-39,335,G3,13,7.69
O,GT_250,M,60+,335,G4,25,6.49
O,GT_250,F,40-49,334,G2,23,4.02
O,GT_250,M,14-29,541,G2,4,5.54
O,GT_250,M,30-39,335,G3,16,7.52
O,GT_250,M,30-39,335,G3,19,7.5
O,GT_250,M,30-39,541,G2,4,5.57
O,GT_250,M,30-39,335,G3,7,7.52
O,GT_250,M,40-49,134,G4,25,9.72
O,GT_250,M,30-39,335,G3,5,7.54
O,GT_250,F,14-29,335,G3,1,6.78
O,GT_250,M,30-39,335,G3,10,7.24
O,GT_250,M,30-39,335,G3,10,7.15
O,GT_250,F,14-29,335,G3,1,6.72
O,GT_250,M,30-39,335,G3,11,7.45
O,GT_250,F,50-59,335,G4,24,5.72
C,50_249,M,50-59,814,G2,6,6.52
C,50_249,M,14-29,814,G2,0,5.32
C,50_249,M,50-59,814,G2,6,3.75
C,50_249,M,14-29,711,G2,3,6.69
C,50_249,M,14-29,711,G2,0,5.77
C,50_249,M,40-49,814,G2,12,3.62
C,50_249,M,14-29,243,G4,4,10.78
C,50_249,F,30-39,243,G4,0,4.02
C,50_249,M,14-29,814,G2,7,6.58
C,50_249,M,30-39,814,G2,1,6.29
C,50_249,M,60+,814,G2,0,2.75
C,GT_250,F,50-59,821,G2,4,3.6
C,GT_250,F,40-49,241,G3,5,5.66
C,GT_250,F,50-59,821,G2,5,3.4
C,GT_250,F,50-59,821,G2,4,2.66
C,GT_250,F,50-59,821,G2,2,3.3
C,GT_250,F,50-59,821,G2,0,3.44
C,GT_250,F,30-39,332,G3,1,6.42
C,GT_250,F,50-59,821,G2,7,3.31
C,GT_250,F,40-49,432,G3,7,4.78
C,GT_250,F,50-59,821,G2,15,3.48
C,GT_250,M,50-59,812,G2,1,3.8
C,GT_250,F,30-39,432,G3,0,6.15
C,GT_250,F,40-49,432,G2,14,3.37
C,GT_250,F,50-59,821,G2,9,3.5
C,GT_250,F,50-59,821,G2,12,3.4
C,GT_250,M,14-29,311,G3,2,7.39
C,GT_250,F,40-49,821,G2,13,4.16
C,GT_250,M,50-59,311,G3,0,4.55
C,GT_250,F,50-59,821,G2,7,3.31
C,GT_250,F,40-49,821,G2,0,3.44
N,1_49,M,30-39,121,G2,7,4.11
N,1_49,F,30-39,333,G2,1,2.83
N,1_49,F,14-29,333,G2,0,2.74
N,1_49,M,30-39,311,G3,0,3.38
C,1_49,M,50-59,112,G4,15,2.4
C,1_49,F,60+,431,G4,10,3.12
C,1_49,M,50-59,243,G4,2,2.25
C,1_49,M,50-59,214,G2,11,2.24
J,1_49,M,30-39,133,G3,3,2.69
J,1_49,M,14-29,216,G3,1,2.68
J,1_49,F,30-39,243,G3,0,2.9
G,1_49,F,40-49,522,G2,3,3.39
G,1_49,F,40-49,522,G2,5,3.39
G,1_49,F,50-59,522,G2,3,3.39
G,1_49,F,40-49,522,G2,0,3.39
F,1_49,M,50-59,834,G2,0,2.19
F,1_49,M,30-39,834,G2,5,2.46
F,1_49,M,30-39,834,G2,0,2.19
R,50_249,F,30-39,262,G3,1,4.26
R,50_249,F,40-49,523,G2,19,4.24
R,50_249,M,40-49,541,G2,3,2.86
R,50_249,F,50-59,262,G2,20,3.9
R,50_249,F,50-59,911,G2,13,2.44
R,50_249,F,14-29,262,G3,0,3.55
R,50_249,M,30-39,333,G4,1,5.35
R,50_249,M,50-59,541,G2,17,2.84
R,50_249,M,60+,541,G2,2,2.84
R,50_249,F,30-39,911,G2,0,2.31
R,50_249,F,50-59,121,G4,7,11.84
R,50_249,F,50-59,541,G2,20,3.31
J,1_49,M,30-39,251,G4,7,12.32
J,1_49,F,14-29,251,G3,2,7.92
J,1_49,F,14-29,252,G3,1,5.81
B,50_249,M,30-39,834,G2,3,5.43
B,50_249,F,60+,432,G2,8,4.12
B,50_249,M,14-29,722,G2,0,4.47
B,50_249,M,60+,834,G3,0,5.05
B,50_249,F,30-39,334,G3,6,4.18
B,50_249,M,50-59,741,G3,2,4.79
B,50_249,M,60+,834,G3,2,5.03
B,50_249,M,30-39,834,G2,3,5.19
B,50_249,M,14-29,722,G2,0,4.63
B,50_249,M,60+,722,G3,13,4.5
B,50_249,M,50-59,741,G3,1,4.77
B,50_249,M,40-49,722,G2,5,4.82
B,50_249,M,14-29,834,G2,0,4.59
B,50_249,M,40-49,722,G1,6,4.97
B,50_249,M,50-59,834,G1,20,4.93
O,50_249,F,40-49,112,G4,20,13.16
O,50_249,F,50-59,263,G4,19,6.01
O,50_249,F,50-59,422,G2,20,4.42
O,50_249,M,40-49,252,G3,21,4.04
O,50_249,F,40-49,422,G4,20,5.85
O,50_249,F,60+,121,G4,10,9.17
O,50_249,F,30-39,422,G3,4,5.65
O,50_249,F,40-49,263,G4,2,5.51
O,50_249,F,50-59,263,G4,0,4.36
O,50_249,M,14-29,335,G3,1,4.37
C,50_249,F,50-59,721,G2,0,4.47
C,50_249,M,60+,834,G2,0,3.33
C,50_249,M,40-49,833,G2,0,4.29
C,50_249,F,30-39,242,G3,0,4.3
C,50_249,M,50-59,722,G2,0,6.01
C,50_249,M,50-59,833,G2,0,4.42
C,50_249,M,40-49,834,G2,0,7.51
C,50_249,M,60+,722,G2,0,6.03
N,50_249,F,14-29,932,G3,4,2.19
N,50_249,F,30-39,932,G2,6,2.32
N,50_249,F,14-29,932,G2,4,2.46
N,50_249,F,50-59,932,G2,0,2.33
N,50_249,F,60+,911,G2,0,2.26
N,50_249,M,14-29,932,G1,2,2.26
N,50_249,M,50-59,132,G2,14,4.92
N,50_249,F,40-49,932,G2,13,2.19
N,50_249,F,60+,932,G2,13,2.45
N,50_249,M,60+,311,G2,14,6.07
N,50_249,F,30-39,932,G2,3,2.33
N,50_249,F,14-29,932,G2,0,2.53
N,50_249,F,40-49,932,G2,5,2.33
N,50_249,F,40-49,932,G2,1,2.33
N,50_249,F,50-59,932,G2,4,2.33
J,1_49,M,30-39,251,G4,11,14.65
J,1_49,M,30-39,251,G4,10,14.65
J,1_49,F,30-39,251,G4,12,13.75
J,1_49,M,30-39,251,G4,8,13.26
J,1_49,M,30-39,251,G4,12,14.59
C,1_49,M,14-29,132,G2,2,2.73
C,1_49,F,14-29,312,G2,1,2.19
C,1_49,M,14-29,932,G2,0,2.19
C,1_49,F,30-39,932,G2,1,2.19
H,50_249,F,50-59,933,G2,7,2.19
H,50_249,M,50-59,833,G2,10,4.21
H,50_249,M,14-29,723,G2,4,3.55
H,50_249,F,50-59,332,G2,9,6.71
H,50_249,F,30-39,241,G3,4,3.74
H,50_249,M,50-59,833,G2,10,4.09
R,1_49,M,50-59,242,G4,20,4.79
R,1_49,F,50-59,213,G4,2,3.81
R,1_49,M,50-59,143,G4,27,7.44
R,1_49,M,40-49,754,G2,3,2.3
C,1_49,M,30-39,833,G2,1,2.74
C,1_49,M,30-39,722,G2,4,3.4
C,1_49,M,40-49,432,G2,9,3.33
C,1_49,F,60+,241,G4,9,2.9
C,1_49,F,50-59,243,G4,9,2.27
C,1_49,M,30-39,722,G2,9,3.33
H,50_249,M,40-49,833,G2,12,2.9
H,50_249,M,40-49,833,G2,0,2.87
H,50_249,M,40-49,833,G2,4,3.1
H,50_249,M,30-39,833,G2,1,2.87
H,50_249,M,14-29,723,G3,0,7.4
H,50_249,M,50-59,833,G2,11,2.87
H,50_249,M,50-59,833,G2,10,2.91
H,50_249,M,30-39,833,G2,0,3.01
H,50_249,M,50-59,833,G2,1,2.93
H,50_249,M,30-39,833,G2,0,2.9
H,50_249,M,50-59,833,G2,2,2.91
H,50_249,M,60+,833,G2,2,3.01
H,50_249,M,30-39,833,G2,1,2.87
H,50_249,M,14-29,723,G2,3,2.3
H,1_49,M,40-49,833,G2,6,2.84
H,1_49,M,30-39,833,G2,0,2.84
H,1_49,M,40-49,833,G2,8,2.84
H,1_49,M,14-29,242,G3,5,3.83
H,1_49,M,30-39,833,G2,2,2.84
M,1_49,F,40-49,334,G3,2,2.45
M,1_49,F,14-29,334,G3,5,4.18
M,1_49,F,60+,243,G4,9,5.12
M,1_49,F,30-39,122,G3,19,7.34
M,1_49,F,50-59,243,G4,15,5.99
M,1_49,F,40-49,243,G4,12,10.34
M,1_49,F,50-59,243,G4,7,2.29
M,1_49,F,40-49,243,G3,15,5.54
S,1_49,F,50-59,332,G2,2,2.84
M,50_249,M,30-39,132,G3,12,10.45
M,50_249,M,14-29,215,G3,0,4.66
M,50_249,M,40-49,215,G3,0,7.91
M,50_249,M,30-39,215,G3,4,10.23
M,50_249,M,40-49,112,G3,14,9.63
M,50_249,F,14-29,243,G3,0,7.55
M,50_249,M,14-29,215,G3,0,4.08
M,50_249,M,30-39,215,G2,0,2.5
M,50_249,M,14-29,215,G3,0,5.63
P,1_49,F,30-39,911,G2,6,2.27
P,1_49,F,50-59,233,G4,24,5.98
P,1_49,M,40-49,961,G2,9,2.46
P,1_49,F,50-59,911,G2,17,2.27
F,1_49,M,60+,112,G3,10,4.0
F,1_49,M,50-59,215,G3,2,3.28
F,1_49,M,50-59,741,G2,21,2.46
F,1_49,M,40-49,741,G2,4,2.3
F,1_49,M,50-59,741,G2,2,2.46
R,GT_250,M,60+,112,G4,50,11.49
R,GT_250,M,60+,311,G4,37,3.88
R,GT_250,F,60+,311,G4,59,3.9
R,GT_250,M,60+,311,G2,1,3.88
R,GT_250,M,50-59,311,G2,11,2.9
R,GT_250,F,30-39,134,G4,5,5.69
R,GT_250,F,14-29,252,G4,0,4.45
R,GT_250,F,50-59,252,G4,27,5.01
R,GT_250,M,50-59,132,G4,23,7.47
R,GT_250,F,50-59,241,G4,29,7.24
R,GT_250,F,40-49,262,G4,2,3.84
R,GT_250,F,50-59,243,G4,24,7.82
R,GT_250,F,60+,134,G4,50,5.57
R,GT_250,F,50-59,243,G4,27,5.01
R,GT_250,F,50-59,241,G4,23,6.69
R,GT_250,M,50-59,243,G4,21,6.16
R,GT_250,M,50-59,252,G4,1,4.53
H,50_249,M,50-59,833,G2,1,2.98
H,50_249,M,40-49,833,G2,0,2.88
H,50_249,M,50-59,833,G2,4,2.97
H,50_249,M,50-59,833,G2,10,2.85
H,50_249,M,30-39,833,G2,5,2.85
H,50_249,M,40-49,723,G2,1,2.22
H,50_249,M,60+,833,G2,2,2.85
H,50_249,M,50-59,332,G3,1,3.06
H,50_249,M,14-29,833,G2,1,2.91
H,50_249,M,14-29,833,G2,0,2.94
H,50_249,M,60+,833,G2,11,2.85
F,GT_250,F,30-39,214,G4,0,7.13
F,GT_250,M,14-29,432,G3,2,5.56
F,GT_250,M,30-39,722,G3,4,7.23
F,GT_250,M,30-39,722,G2,2,7.37
F,GT_250,M,40-49,332,G2,1,5.63
F,GT_250,M,50-59,132,G2,4,6.8
F,GT_250,M,14-29,721,G2,0,5.4
F,GT_250,M,30-39,132,G3,6,10.32
F,GT_250,M,30-39,132,G3,10,8.02
F,GT_250,M,40-49,721,G2,7,5.92
F,GT_250,M,14-29,721,G2,0,5.31
F,GT_250,M,14-29,721,G2,1,5.23
F,GT_250,M,30-39,722,G2,3,5.69
F,GT_250,M,30-39,722,G2,0,5.88
F,GT_250,M,14-29,721,G2,0,4.98
F,GT_250,M,14-29,214,G3,2,6.35
F,GT_250,M,14-29,432,G2,6,4.99
F,GT_250,M,40-49,722,G2,0,6.35
F,GT_250,M,50-59,721,G2,2,6.31
F,GT_250,M,14-29,214,G3,3,6.78
F,GT_250,M,14-29,721,G2,0,5.49
F,GT_250,M,14-29,132,G3,1,7.54
F,GT_250,M,14-29,721,G2,0,4.78
F,GT_250,M,14-29,721,G2,0,4.7
F,GT_250,M,14-29,722,G2,1,6.33
F,GT_250,M,50-59,721,G2,10,6.21
F,GT_250,M,14-29,722,G2,0,5.69
F,GT_250,M,30-39,242,G3,0,7.86
F,GT_250,M,30-39,721,G2,10,8.15
F,GT_250,M,40-49,132,G3,10,6.88
F,GT_250,M,14-29,721,G1,0,6.09
F,GT_250,M,14-29,214,G3,0,6.46
F,GT_250,M,30-39,721,G2,2,6.26
F,GT_250,M,30-39,132,G3,0,13.0
F,GT_250,M,30-39,721,G2,10,6.14
F,GT_250,M,40-49,722,G2,2,6.45
F,GT_250,M,14-29,214,G3,0,4.29
F,GT_250,M,14-29,214,G3,2,10.07
F,GT_250,M,14-29,721,G2,2,6.26
K,50_249,M,40-49,112,G3,11,3.16
K,50_249,F,50-59,332,G2,7,2.3
K,50_249,M,60+,122,G4,8,2.35
K,50_249,F,40-49,332,G2,11,2.33
K,50_249,F,40-49,332,G3,11,2.3
K,50_249,F,50-59,134,G4,11,2.42
K,50_249,F,30-39,332,G3,11,2.37
K,50_249,M,40-49,332,G3,11,2.49
K,50_249,F,30-39,332,G3,10,2.3
K,50_249,F,30-39,332,G3,10,2.51
C,1_49,F,40-49,753,G1,15,2.24
L,1_49,F,30-39,334,G3,0,3.48
L,1_49,F,60+,241,G4,19,4.35
L,1_49,M,14-29,712,G2,1,3.8
L,1_49,M,50-59,311,G2,2,4.4
L,1_49,M,30-39,741,G2,2,4.12
G,1_49,F,14-29,332,G2,0,2.9
J,50_249,M,30-39,251,G3,4,16.39
J,50_249,F,14-29,251,G3,0,5.55
J,50_249,M,30-39,251,G3,7,17.21
J,50_249,M,30-39,251,G3,11,11.57
J,50_249,F,30-39,251,G3,11,12.02
J,50_249,F,40-49,251,G4,4,12.84
J,50_249,M,14-29,251,G3,0,5.99
J,50_249,M,14-29,251,G3,1,6.51
J,50_249,M,30-39,251,G3,6,11.48
J,50_249,M,14-29,251,G3,1,11.48
Q,1_49,F,60+,134,G4,20,4.08
Q,1_49,F,50-59,241,G4,12,3.49
L,1_49,F,50-59,911,G1,2,2.19
N,1_49,M,30-39,711,G2,7,3.72
N,1_49,F,30-39,334,G3,6,3.66
N,1_49,M,30-39,711,G2,2,3.66
N,1_49,M,30-39,834,G2,7,2.79
N,1_49,M,14-29,931,G2,0,2.51
C,1_49,F,50-59,522,G2,33,2.34
C,1_49,F,50-59,911,G2,7,2.22
C,1_49,F,40-49,241,G3,26,5.19
C,1_49,M,50-59,832,G2,0,2.46
C,50_249,M,50-59,813,G2,4,5.13
C,50_249,M,40-49,722,G2,14,3.39
C,50_249,F,50-59,312,G2,14,4.05
C,50_249,F,14-29,242,G4,2,6.45
C,50_249,M,60+,722,G2,10,3.61
C,50_249,M,50-59,834,G2,2,4.43
C,50_249,F,50-59,731,G2,2,3.78
C,50_249,F,60+,911,G2,14,2.58
C,50_249,M,50-59,813,G2,4,4.11
C,50_249,M,60+,834,G2,5,2.97
C,50_249,F,50-59,312,G2,14,3.98
C,50_249,F,50-59,818,G2,14,2.88
C,50_249,M,40-49,834,G1,2,4.15
C,50_249,F,40-49,312,G2,14,4.66
C,50_249,M,50-59,312,G2,1,7.74
I,50_249,F,40-49,941,G2,1,2.35
I,50_249,F,50-59,343,G2,16,2.56
I,50_249,F,40-49,751,G2,3,2.2
I,50_249,F,50-59,911,G2,17,2.35
J,1_49,M,14-29,243,G3,4,2.8
J,1_49,F,14-29,133,G4,4,2.8
J,1_49,M,14-29,216,G3,0,2.3
B,50_249,M,50-59,834,G2,8,4.45
B,50_249,F,60+,931,G2,1,2.38
B,50_249,M,50-59,834,G2,5,4.4
B,50_249,M,30-39,834,G2,5,4.45
B,50_249,M,60+,834,G2,0,3.4
B,50_249,M,60+,834,G2,41,4.45
B,50_249,M,14-29,834,G2,6,4.71
P,1_49,F,60+,911,G2,25,2.14
P,1_49,M,60+,334,G4,4,2.28
P,1_49,M,60+,121,G4,25,2.99
C,50_249,F,14-29,214,G4,2,6.93
C,50_249,F,30-39,332,G4,3,8.02
C,50_249,M,14-29,722,G2,0,5.74
C,50_249,M,14-29,722,G2,3,5.99
C,50_249,M,30-39,243,G4,1,6.88
C,50_249,M,14-29,741,G2,2,6.68
C,50_249,M,30-39,214,G4,7,9.97
C,50_249,F,60+,241,G4,15,7.43
C,50_249,M,30-39,721,G2,10,7.65
C,50_249,M,30-39,214,G4,1,5.76
C,50_249,M,30-39,722,G2,2,5.64
F,50_249,M,14-29,312,G3,6,5.46
F,50_249,M,50-59,741,G2,5,4.54
F,50_249,M,14-29,712,G2,1,4.54
F,50_249,M,14-29,712,G2,5,4.54
F,50_249,M,30-39,712,G2,6,4.54
F,50_249,M,30-39,741,G2,1,5.43
F,50_249,M,14-29,712,G2,0,4.35
F,50_249,M,50-59,712,G2,6,4.54
F,50_249,M,50-59,712,G2,11,5.71
F,50_249,M,14-29,712,G2,1,4.54
F,50_249,M,14-29,712,G2,0,3.85
F,50_249,M,60+,712,G2,13,4.81
F,50_249,M,14-29,712,G2,2,4.54
F,50_249,M,40-49,712,G2,0,4.54
F,50_249,M,14-29,132,G3,5,7.87
J,50_249,F,40-49,332,G3,0,4.26
J,50_249,F,30-39,332,G3,1,5.6
J,50_249,M,14-29,265,G4,0,3.11
J,50_249,M,30-39,133,G4,3,11.13
J,50_249,F,30-39,332,G3,1,4.62
J,50_249,F,14-29,422,G3,0,2.96
J,50_249,M,30-39,352,G4,0,6.35
J,50_249,M,50-59,352,G2,13,6.01
J,50_249,F,14-29,243,G3,1,3.76
J,50_249,F,14-29,332,G3,1,4.99
J,50_249,M,14-29,352,G3,5,5.7
J,50_249,F,30-39,133,G4,17,11.08
J,50_249,F,14-29,422,G2,0,3.85
G,50_249,M,14-29,834,G2,0,4.1
G,50_249,M,14-29,834,G2,0,3.8
G,50_249,M,30-39,833,G2,10,4.37
G,50_249,M,40-49,243,G2,12,7.65
G,50_249,M,14-29,833,G1,2,3.28
G,50_249,F,30-39,243,G2,2,5.72
G,50_249,M,30-39,243,G2,5,7.65
G,50_249,F,14-29,241,G3,1,6.56
G,50_249,M,30-39,243,G2,12,8.63
G,50_249,M,50-59,834,G2,12,5.46
G,50_249,F,30-39,332,G2,0,3.28
G,50_249,F,14-29,332,G2,0,4.1
G,50_249,M,14-29,332,G2,1,5.16
G,50_249,M,40-49,142,G2,2,10.43
G,50_249,F,14-29,332,G2,2,5.86
B,1_49,F,40-49,132,G4,7,4.17
B,1_49,M,40-49,961,G2,5,2.61
B,1_49,F,30-39,431,G3,2,2.68
C,50_249,M,40-49,812,G2,0,2.71
C,50_249,M,40-49,812,G3,1,4.8
C,50_249,F,30-39,812,G3,0,2.7
C,50_249,F,30-39,214,G4,7,4.83
C,50_249,M,60+,722,G2,4,5.1
C,50_249,F,40-49,812,G2,0,2.7
C,50_249,M,50-59,712,G3,3,4.1
C,50_249,F,14-29,812,G2,0,2.7
C,50_249,M,14-29,722,G2,2,4.2
C,50_249,F,50-59,911,G2,3,2.81
C,50_249,F,40-49,932,G2,0,4.55
C,50_249,F,50-59,751,G2,17,4.65
C,50_249,F,30-39,932,G2,0,2.65
C,50_249,F,50-59,214,G3,16,6.08
C,50_249,M,40-49,751,G2,7,5.35
C,50_249,F,40-49,751,G2,10,6.03
C,50_249,F,14-29,751,G2,7,3.55
C,50_249,F,30-39,932,G2,2,3.96
C,50_249,F,60+,932,G2,0,3.28
C,50_249,F,14-29,932,G2,2,4.99
B,1_49,M,60+,834,G1,0,3.77
B,1_49,M,40-49,834,G2,8,5.12
B,1_49,M,40-49,834,G2,0,4.3
K,50_249,F,14-29,422,G2,2,5.01
K,50_249,F,30-39,422,G2,0,4.08
K,50_249,F,14-29,121,G4,1,15.41
K,50_249,M,14-29,251,G3,0,10.05
K,50_249,F,40-49,242,G3,11,6.79
K,50_249,M,14-29,251,G3,2,7.15
K,50_249,F,14-29,261,G3,1,5.17
K,50_249,M,14-29,251,G3,0,10.28
K,50_249,M,40-49,134,G3,19,13.75
K,50_249,F,14-29,241,G2,6,6.49
C,1_49,M,50-59,132,G4,21,2.35
C,1_49,F,30-39,412,G4,1,2.2
P,1_49,F,30-39,134,G4,2,3.3
P,1_49,F,30-39,911,G2,2,3.59
P,1_49,F,14-29,234,G3,1,5.07
P,1_49,F,30-39,234,G3,0,5.25
C,1_49,M,50-59,932,G2,2,2.3
C,1_49,F,40-49,412,G3,7,2.9
C,1_49,M,60+,132,G3,16,2.9
C,1_49,M,60+,752,G2,7,2.46
C,1_49,M,14-29,932,G2,1,2.55
Q,1_49,F,30-39,222,G4,1,3.98
Q,1_49,M,30-39,321,G3,2,3.43
C,1_49,F,40-49,753,G2,1,3.09
C,1_49,F,30-39,753,G2,1,2.86
C,1_49,M,40-49,132,G2,3,7.39
C,1_49,M,40-49,312,G2,1,5.14
E,1_49,M,30-39,833,G2,10,4.75
E,1_49,F,60+,132,G4,21,11.85
E,1_49,M,30-39,313,G2,9,5.16
E,1_49,M,50-59,132,G3,20,5.73
J,50_249,F,50-59,251,G4,3,8.99
J,50_249,M,14-29,251,G3,1,7.91
J,50_249,M,40-49,251,G4,1,11.51
J,50_249,F,14-29,251,G3,1,9.17
J,50_249,M,14-29,251,G2,0,5.75
J,50_249,F,14-29,251,G3,2,12.95
J,50_249,M,30-39,351,G2,5,7.99
J,50_249,M,30-39,251,G3,14,17.26
R,1_49,M,60+,315,G2,6,2.21
S,1_49,F,40-49,514,G2,5,2.53
J,1_49,M,50-59,214,G2,14,8.2
J,1_49,M,50-59,214,G3,14,10.22
J,1_49,M,50-59,214,G2,14,8.78
J,1_49,F,14-29,214,G3,4,6.78
J,1_49,M,30-39,214,G2,0,7.38
D,1_49,M,30-39,834,G2,0,3.01
D,1_49,M,30-39,132,G3,5,4.13
D,1_49,M,14-29,834,G2,1,2.24
M,1_49,M,30-39,211,G4,5,10.08
M,1_49,M,14-29,213,G4,2,6.31
M,1_49,M,14-29,213,G4,0,5.57
J,50_249,M,40-49,216,G4,10,8.3
J,50_249,F,14-29,143,G4,0,10.79
J,50_249,F,30-39,122,G4,1,10.94
J,50_249,M,40-49,112,G4,1,14.56
J,50_249,F,50-59,264,G4,0,7.92
C,1_49,M,14-29,821,G2,7,5.13
C,1_49,F,40-49,332,G3,7,4.4
C,1_49,M,40-49,112,G4,8,7.19
C,1_49,M,50-59,818,G2,6,4.87
L,1_49,M,50-59,112,G4,0,11.2
L,1_49,F,14-29,122,G3,0,9.87
L,1_49,F,40-49,122,G3,0,8.9
L,1_49,F,30-39,334,G3,1,4.53
L,1_49,M,50-59,122,G4,0,5.03
N,50_249,M,14-29,334,G3,0,4.07
N,50_249,F,50-59,911,G2,1,3.1
N,50_249,F,60+,941,G2,0,3.83
J,50_249,M,14-29,251,G3,4,8.14
J,50_249,M,14-29,251,G3,4,10.43
J,50_249,F,30-39,243,G4,3,4.1
J,50_249,M,14-29,214,G3,2,5.69
J,50_249,M,14-29,251,G3,1,4.89
J,50_249,M,14-29,251,G3,0,4.89
J,50_249,F,14-29,251,G3,0,4.49
J,50_249,M,14-29,742,G2,0,3.3
J,50_249,F,14-29,522,G3,0,3.43
G,50_249,M,30-39,723,G2,0,5.68
G,50_249,F,30-39,121,G4,0,7.2
G,50_249,M,40-49,723,G2,5,6.46
G,50_249,M,40-49,723,G2,0,7.91
G,50_249,M,40-49,142,G4,7,8.81
G,50_249,M,14-29,332,G3,1,4.5
G,50_249,M,40-49,723,G2,7,4.74
G,50_249,M,30-39,243,G3,10,8.78
N,1_49,M,50-59,834,G2,9,2.24
N,1_49,M,40-49,834,G2,4,2.24
N,1_49,M,40-49,834,G2,0,2.23
N,1_49,M,50-59,833,G2,0,2.25
N,1_49,M,40-49,834,G2,5,2.24
J,1_49,M,30-39,133,G4,8,2.88
J,1_49,F,50-59,243,G4,3,4.35
J,1_49,M,14-29,252,G4,1,6.48
J,1_49,M,30-39,252,G4,0,7.17
B,1_49,M,50-59,931,G2,9,2.76
B,1_49,M,60+,132,G4,6,6.14
G,1_49,M,40-49,432,G2,7,4.7
G,1_49,F,30-39,243,G3,7,4.62
G,1_49,M,40-49,142,G4,7,10.83
G,1_49,M,50-59,332,G2,2,3.58
S,1_49,M,40-49,351,G3,3,3.15
S,1_49,M,14-29,351,G3,0,4.14
S,1_49,M,30-39,332,G3,4,2.88
S,1_49,M,30-39,332,G3,3,4.56
J,1_49,M,14-29,133,G3,0,5.86
J,1_49,M,14-29,351,G3,0,2.5
J,1_49,M,14-29,351,G3,0,5.68
J,1_49,F,14-29,332,G3,0,4.23
H,1_49,F,14-29,132,G3,4,5.69
H,1_49,M,14-29,332,G2,0,5.29
H,1_49,F,14-29,332,G2,1,5.12
N,1_49,F,40-49,121,G3,5,6.17
N,1_49,F,50-59,333,G2,3,2.88
N,1_49,F,14-29,334,G3,1,5.36
N,1_49,M,50-59,122,G3,5,5.97
N,1_49,F,50-59,333,G3,4,5.3
F,1_49,M,30-39,711,G2,0,3.6
F,1_49,M,30-39,711,G2,0,3.6
F,1_49,M,30-39,711,G1,0,3.44
C,1_49,M,60+,741,G2,18,2.73
C,1_49,M,60+,112,G3,15,4.37
C,1_49,M,30-39,243,G3,11,4.92
O,GT_250,F,50-59,241,G4,0,6.61
O,GT_250,F,30-39,241,G3,0,4.75
O,GT_250,F,50-59,241,G4,0,6.2
O,GT_250,F,40-49,241,G4,0,5.98
O,GT_250,F,50-59,242,G4,0,6.55
O,GT_250,F,60+,241,G4,0,6.65
O,GT_250,F,50-59,241,G4,0,4.32
O,GT_250,F,14-29,242,G3,0,5.33
O,GT_250,F,40-49,241,G2,0,4.16
O,GT_250,F,30-39,241,G4,0,6.65
O,GT_250,M,40-49,241,G4,0,3.78
O,GT_250,F,30-39,242,G4,0,4.9
O,GT_250,F,50-59,241,G4,0,5.76
O,GT_250,F,60+,241,G4,0,5.26
O,GT_250,F,14-29,241,G3,0,7.78
O,GT_250,F,30-39,241,G4,0,6.88
C,1_49,M,50-59,132,G4,7,3.01
C,1_49,M,40-49,721,G2,5,2.24
C,1_49,M,50-59,722,G2,2,2.24
C,50_249,M,14-29,722,G2,0,5.92
C,50_249,M,60+,722,G2,8,5.87
C,50_249,F,60+,311,G3,42,3.66
C,50_249,F,50-59,933,G2,7,4.3
C,50_249,M,50-59,722,G2,3,5.63
C,50_249,M,14-29,214,G3,0,5.5
C,50_249,F,14-29,214,G3,0,2.19
C,50_249,M,40-49,132,G3,7,11.55
C,50_249,M,14-29,721,G2,1,6.46
C,50_249,M,14-29,214,G3,3,7.92
