lpk,hourly_rate,esize_class_orig,esize_class_1_49,esize_class_50_249,esize_class_GT_250,gender_orig,gender_F,gender_M,age_class_orig,age_class_14-29,age_class_30-39,age_class_40-49,age_class_50-59,age_class_60+,education_orig,education_G1,education_G2,education_G3,education_G4,lpk1,lpk2,lpk1_nc,outlier,nace_orig,nace_B,nace_C,nace_D,nace_E,nace_F,nace_G,nace_H,nace_I,nace_J,nace_K,nace_L,nace_M,nace_N,nace_O,nace_P,nace_Q,nace_R,nace_S
742,4.31,50_249,0,1,0,F,1,0,14-29,1,0,0,0,0,G2,0,1,0,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,4.21,50_249,0,1,0,F,1,0,40-49,0,0,1,0,0,G2,0,1,0,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,9.16,50_249,0,1,0,M,0,1,40-49,0,0,1,0,0,G4,0,0,0,1,1,13,100,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,4.12,50_249,0,1,0,F,1,0,50-59,0,0,0,1,0,G2,0,1,0,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,4.66,50_249,0,1,0,F,1,0,30-39,0,1,0,0,0,G2,0,1,0,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,6.01,50_249,0,1,0,M,0,1,30-39,0,1,0,0,0,G2,0,1,0,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,4.04,50_249,0,1,0,F,1,0,14-29,1,0,0,0,0,G2,0,1,0,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,4.05,50_249,0,1,0,F,1,0,30-39,0,1,0,0,0,G2,0,1,0,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,4.37,50_249,0,1,0,F,1,0,50-59,0,0,0,1,0,G2,0,1,0,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,5.54,50_249,0,1,0,F,1,0,40-49,0,0,1,0,0,G2,0,1,0,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,4.09,50_249,0,1,0,M,0,1,14-29,1,0,0,0,0,G3,0,0,1,0,3,31,300,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,4.11,50_249,0,1,0,F,1,0,14-29,1,0,0,0,0,G2,0,1,0,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,4.57,50_249,0,1,0,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,4,43,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,5.83,1_49,1,0,0,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,2,21,200,False,J,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
251,11.76,1_49,1,0,0,M,0,1,14-29,1,0,0,0,0,G3,0,0,1,0,2,25,200,False,J,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
252,14.02,1_49,1,0,0,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,2,25,200,False,J,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
251,5.75,1_49,1,0,0,M,0,1,14-29,1,0,0,0,0,G3,0,0,1,0,2,25,200,False,J,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
251,6.64,1_49,1,0,0,M,0,1,30-39,0,1,0,0,0,G4,0,0,0,1,2,25,200,False,J,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
243,7.65,1_49,1,0,0,M,0,1,40-49,0,0,1,0,0,G3,0,0,1,0,2,24,200,False,J,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
243,9.8,1_49,1,0,0,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,2,24,200,False,J,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
243,11.54,1_49,1,0,0,F,1,0,30-39,0,1,0,0,0,G4,0,0,0,1,2,24,200,False,J,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,10.39,1_49,1,0,0,M,0,1,30-39,0,1,0,0,0,G4,0,0,0,1,1,13,100,False,J,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,8.47,1_49,1,0,0,M,0,1,14-29,1,0,0,0,0,G3,0,0,1,0,1,13,100,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,10.99,1_49,1,0,0,M,0,1,30-39,0,1,0,0,0,G2,0,1,0,0,1,11,100,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,9.84,1_49,1,0,0,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,1,13,100,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,16.31,1_49,1,0,0,M,0,1,40-49,0,0,1,0,0,G3,0,0,1,0,1,11,100,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,9.47,1_49,1,0,0,F,1,0,50-59,0,0,0,1,0,G2,0,1,0,0,8,81,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,2.73,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G2,0,1,0,0,8,83,478,False,G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
243,3.11,50_249,0,1,0,M,0,1,30-39,0,1,0,0,0,G2,0,1,0,0,2,24,200,False,G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,3.83,50_249,0,1,0,M,0,1,40-49,0,0,1,0,0,G3,0,0,1,0,1,12,100,False,G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
834,2.6,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G2,0,1,0,0,8,83,478,False,G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
832,3.11,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G1,1,0,0,0,8,83,478,False,G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
834,2.13,50_249,0,1,0,M,0,1,40-49,0,0,1,0,0,G1,1,0,0,0,8,83,478,False,G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,4.37,50_249,0,1,0,F,1,0,30-39,0,1,0,0,0,G4,0,0,0,1,1,12,100,False,G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
832,2.73,50_249,0,1,0,M,0,1,40-49,0,0,1,0,0,G2,0,1,0,0,8,83,478,False,G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
711,2.35,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G1,1,0,0,0,7,71,478,False,G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
833,2.46,50_249,0,1,0,M,0,1,60+,0,0,0,0,1,G1,1,0,0,0,8,83,478,False,G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,9.15,50_249,0,1,0,M,0,1,60+,0,0,0,0,1,G4,0,0,0,1,1,11,100,False,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,3.32,50_249,0,1,0,F,1,0,50-59,0,0,0,1,0,G4,0,0,0,1,2,24,200,False,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,2.36,50_249,0,1,0,M,0,1,60+,0,0,0,0,1,G2,0,1,0,0,8,81,478,False,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,2.17,50_249,0,1,0,F,1,0,50-59,0,0,0,1,0,G2,0,1,0,0,9,96,900,False,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,2.4,50_249,0,1,0,M,0,1,60+,0,0,0,0,1,G1,1,0,0,0,8,83,478,False,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,2.36,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G2,0,1,0,0,8,81,478,False,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,2.36,50_249,0,1,0,M,0,1,60+,0,0,0,0,1,G2,0,1,0,0,5,51,500,False,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,2.41,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G2,0,1,0,0,8,83,478,False,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,2.46,50_249,0,1,0,M,0,1,60+,0,0,0,0,1,G2,0,1,0,0,8,81,478,False,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,2.17,50_249,0,1,0,F,1,0,60+,0,0,0,0,1,G2,0,1,0,0,9,96,900,False,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,6.13,50_249,0,1,0,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,3,33,300,False,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,9.65,50_249,0,1,0,F,1,0,40-49,0,0,1,0,0,G4,0,0,0,1,2,24,200,False,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112,20.02,50_249,0,1,0,M,0,1,40-49,0,0,1,0,0,G4,0,0,0,1,1,11,100,False,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,5.72,50_249,0,1,0,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,2,24,200,False,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,10.72,50_249,0,1,0,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,2,24,200,False,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,5.72,50_249,0,1,0,F,1,0,14-29,1,0,0,0,0,G3,0,0,1,0,2,24,200,False,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
261,10.72,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G4,0,0,0,1,2,26,200,False,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,6.01,50_249,0,1,0,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,2,24,200,False,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
251,11.59,50_249,0,1,0,M,0,1,40-49,0,0,1,0,0,G4,0,0,0,1,2,25,200,False,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
251,11.82,50_249,0,1,0,F,1,0,40-49,0,0,1,0,0,G4,0,0,0,1,2,25,200,False,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
214,6.3,50_249,0,1,0,M,0,1,14-29,1,0,0,0,0,G3,0,0,1,0,2,21,200,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,10.93,50_249,0,1,0,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,1,13,100,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,6.28,50_249,0,1,0,M,0,1,40-49,0,0,1,0,0,G3,0,0,1,0,2,21,200,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,4.97,50_249,0,1,0,M,0,1,30-39,0,1,0,0,0,G1,1,0,0,0,4,43,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,4.56,50_249,0,1,0,F,1,0,50-59,0,0,0,1,0,G1,1,0,0,0,7,72,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,4.63,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G2,0,1,0,0,7,71,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,5.38,50_249,0,1,0,F,1,0,50-59,0,0,0,1,0,G2,0,1,0,0,7,71,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,4.15,50_249,0,1,0,M,0,1,30-39,0,1,0,0,0,G2,0,1,0,0,7,71,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,3.92,50_249,0,1,0,F,1,0,40-49,0,0,1,0,0,G2,0,1,0,0,7,71,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,3.83,50_249,0,1,0,M,0,1,14-29,1,0,0,0,0,G2,0,1,0,0,7,71,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,4.52,50_249,0,1,0,M,0,1,14-29,1,0,0,0,0,G2,0,1,0,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,7.36,50_249,0,1,0,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,1,13,100,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,4.9,50_249,0,1,0,M,0,1,14-29,1,0,0,0,0,G2,0,1,0,0,7,71,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,4.14,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G2,0,1,0,0,7,71,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,6.81,50_249,0,1,0,M,0,1,14-29,1,0,0,0,0,G2,0,1,0,0,9,93,900,True,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,4.72,50_249,0,1,0,M,0,1,40-49,0,0,1,0,0,G2,0,1,0,0,8,83,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,5.03,50_249,0,1,0,M,0,1,60+,0,0,0,0,1,G3,0,0,1,0,7,74,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,6.95,50_249,0,1,0,M,0,1,14-29,1,0,0,0,0,G3,0,0,1,0,3,31,300,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,5.75,50_249,0,1,0,M,0,1,60+,0,0,0,0,1,G2,0,1,0,0,8,83,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,5.46,50_249,0,1,0,F,1,0,14-29,1,0,0,0,0,G4,0,0,0,1,2,26,200,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,5.14,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G3,0,0,1,0,3,31,300,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,6.29,50_249,0,1,0,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,8,81,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,4.95,50_249,0,1,0,M,0,1,60+,0,0,0,0,1,G2,0,1,0,0,7,72,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,7.35,50_249,0,1,0,M,0,1,30-39,0,1,0,0,0,G2,0,1,0,0,8,81,478,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,6.52,50_249,0,1,0,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,2,21,200,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,9.83,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G3,0,0,1,0,1,13,100,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,12.22,50_249,0,1,0,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,2,21,200,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,5.03,50_249,0,1,0,M,0,1,14-29,1,0,0,0,0,G1,1,0,0,0,9,93,900,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,9.98,50_249,0,1,0,M,0,1,50-59,0,0,0,1,0,G2,0,1,0,0,1,13,100,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,4.11,50_249,0,1,0,F,1,0,60+,0,0,0,0,1,G2,0,1,0,0,9,93,900,False,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,12.66,GT_250,0,0,1,F,1,0,40-49,0,0,1,0,0,G3,0,0,1,0,1,12,100,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,5.59,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,7.01,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,5.07,GT_250,0,0,1,F,1,0,40-49,0,0,1,0,0,G3,0,0,1,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,5.8,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G4,0,0,0,1,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,5.26,GT_250,0,0,1,F,1,0,40-49,0,0,1,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,5.49,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G4,0,0,0,1,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,10.22,GT_250,0,0,1,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,1,12,100,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,4.97,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G4,0,0,0,1,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,4.65,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,29.55,GT_250,0,0,1,M,0,1,40-49,0,0,1,0,0,G4,0,0,0,1,1,13,100,True,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,6.52,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G4,0,0,0,1,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,8.97,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G4,0,0,0,1,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,7.09,GT_250,0,0,1,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
261,11.41,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,2,26,200,True,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,18.56,GT_250,0,0,1,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,2,24,200,True,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,6.52,GT_250,0,0,1,M,0,1,14-29,1,0,0,0,0,G3,0,0,1,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,6.56,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,6.67,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G3,0,0,1,0,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,11.58,GT_250,0,0,1,M,0,1,30-39,0,1,0,0,0,G4,0,0,0,1,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,10.11,GT_250,0,0,1,M,0,1,40-49,0,0,1,0,0,G3,0,0,1,0,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,12.58,GT_250,0,0,1,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,8.97,GT_250,0,0,1,M,0,1,14-29,1,0,0,0,0,G3,0,0,1,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,4.92,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G4,0,0,0,1,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,6.52,GT_250,0,0,1,M,0,1,14-29,1,0,0,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,4.85,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,6.63,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,4.47,GT_250,0,0,1,M,0,1,14-29,1,0,0,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,4.08,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G3,0,0,1,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,5.02,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,3.42,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,3.76,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
243,11.58,GT_250,0,0,1,F,1,0,40-49,0,0,1,0,0,G4,0,0,0,1,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,12.48,GT_250,0,0,1,M,0,1,14-29,1,0,0,0,0,G3,0,0,1,0,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,11.41,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,11.01,GT_250,0,0,1,M,0,1,14-29,1,0,0,0,0,G4,0,0,0,1,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,4.93,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
263,7.07,GT_250,0,0,1,M,0,1,50-59,0,0,0,1,0,G4,0,0,0,1,2,26,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,5.38,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,5.46,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G4,0,0,0,1,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,6.29,GT_250,0,0,1,M,0,1,14-29,1,0,0,0,0,G3,0,0,1,0,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,5.81,GT_250,0,0,1,F,1,0,50-59,0,0,0,1,0,G3,0,0,1,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,4.37,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,5.03,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G2,0,1,0,0,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,11.11,GT_250,0,0,1,F,1,0,50-59,0,0,0,1,0,G4,0,0,0,1,1,13,100,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
262,4.39,GT_250,0,0,1,F,1,0,50-59,0,0,0,1,0,G2,0,1,0,0,2,26,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,29.27,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G4,0,0,0,1,1,13,100,True,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
252,11.9,GT_250,0,0,1,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,2,25,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
251,8.7,GT_250,0,0,1,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,2,25,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
252,14.67,GT_250,0,0,1,F,1,0,40-49,0,0,1,0,0,G4,0,0,0,1,2,25,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
251,5.73,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G3,0,0,1,0,2,25,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
251,13.9,GT_250,0,0,1,F,1,0,30-39,0,1,0,0,0,G3,0,0,1,0,2,25,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,26.55,GT_250,0,0,1,M,0,1,30-39,0,1,0,0,0,G3,0,0,1,0,1,13,100,True,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,16.85,GT_250,0,0,1,M,0,1,30-39,0,1,0,0,0,G4,0,0,0,1,2,24,200,True,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,9.51,GT_250,0,0,1,F,1,0,40-49,0,0,1,0,0,G4,0,0,0,1,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,4.89,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G4,0,0,0,1,3,33,300,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,6.45,GT_250,0,0,1,F,1,0,14-29,1,0,0,0,0,G3,0,0,1,0,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,8.67,GT_250,0,0,1,F,1,0,40-49,0,0,1,0,0,G3,0,0,1,0,2,24,200,False,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,26.09,GT_250,0,0,1,M,0,1,50-59,0,0,0,1,0,G4,0,0,0,1,1,12,100,True,K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
325,2.76,1_49,1,0,0,F,1,0,50-59,0,0,0,1,0,G2,0,1,0,0,3,32,300,False,O,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
